Column1;Column10;RU
TUTORIAL_TUTORIALBUYPELTSOUTRO_937_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_M;You encountered a small outpost in the woods tended by a mysterious woman.;Ты набрёл на маленькую лавочку, у которой стояла загадочная женщина.
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_F;You encountered a small outpost in the woods tended by a mysterious woman.;Ты набрела на маленькую лавочку, у которой стояла загадочная женщина.
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_M;It was [c:bR]The Trader[c:] that the old [c:bR]Trapper[c:] had mentioned!;Эта была та самая [c:bR]Лавочница[c:], о которой говорил [c:bR]Охотник[c:]!
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_M;Her appearance was unsettling but you were mollified by her offerings.;Тебя смущала её внешность, но внимание быстро переключилось на товары.
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_M;With sound of [c:bR]The Prospector[c:]'s pickaxe still ringing in your ears, you carried onwards.;Удары кирки [c:bR]Старателя[c:] всё ещё гремели в ушах, но ты продолжил свой путь.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_F;With sound of [c:bR]The Prospector[c:]'s pickaxe still ringing in your ears, you carried onwards.;Удары кирки [c:bR]Старателя[c:] всё ещё гремели в ушах, но ты продолжила свой путь.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_M;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;После напряжённой схватки со [c:bR]Старателем[c:] ты взял себя в руки и продолжил идти дальше.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_F;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;После напряжённой схватки со [c:bR]Старателем[c:] ты взяла себя в руки и продолжила идти дальше.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_M;Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.;Безумный взгляд [c:bR]Старателя[c:] больше тебя не тревожил.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_M;Wiping the dust from your trousers, you returned to your journey.;Отряхнув штаны, ты продолжил путешествие.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_F;Wiping the dust from your trousers, you returned to your journey.;Отряхнув штаны, ты продолжила путешествие.
GAME_FLOW_REGIONNEXT_878_M;Hmm...;Хм-м...
GAME_FLOW_REGIONNEXT_878_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_M;Let me see...;Дай-ка взглянуть...
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_M;Let me think...;Дай-ка подумать...
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_M;Hmmm... Oh yes, I know.;Хм-м... О, я знаю.
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_M;We will need another map...;Нам нужна другая карта.
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_M;A moment...;Один момент...
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_F;;
GAME_FLOW_REGIONWETLANDS_688_M;The rank smell of rot and mold permeated the humid air.;Едкий запах гнили и плесени пронизывал влажный воздух.
GAME_FLOW_REGIONWETLANDS_688_F;;
GAME_FLOW_REGIONWETLANDS_522_M;Every step forward was answered by some nearby slip or slither.;Каждый шаг отзывался звуком ползающих существ.
GAME_FLOW_REGIONWETLANDS_522_F;;
GAME_FLOW_REGIONWETLANDS_774_M;You tread cautiously into... [c:bR]The Wetlands.[c:];Ты с опаской вошёл в... [c:bR]Болотистый край.[c:]
GAME_FLOW_REGIONWETLANDS_774_F;You tread cautiously into... [c:bR]The Wetlands.[c:];Ты с опаской вошла в... [c:bR]Болотистый край.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_M;The air grew thick with moisture...;Воздух пропитался влагой...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_M;The buzzing and chirping of insects drowned out the sound of your footfalls...;Звук твоих шагов заглушали жужжания и шуршания насекомых...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_M;You beheld... [c:bR]The Wetlands.[c:];Перед тобой открылся... [c:bR]Болотистый край.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_M;As the air grew humid your boots became harder to pull from the mud.;Воздух начал сыреть, а ноги с трудом удавалось вытаскивать из грязи.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_M;The dank smell of tepid water invaded your nostrils.;Твои ноздри наполнил тёплый влажный запах.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_M;You had reached... [c:bR]The Wetlands.[c:];Ты дошёл до... [c:bR]Болотистого края.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_F;You had reached... [c:bR]The Wetlands.[c:];Ты дошла до... [c:bR]Болотистого края.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_M;Tepid water flooded your boots.;Тёплая вода залилась в твои ботинки.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_M;Flies swarmed around you.;Тебя облепили мухи.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_M;You had entered... [c:bR]The Wetlands.[c:];Ты ступил на территорию... [c:bR]Болотистого края.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_F;You had entered... [c:bR]The Wetlands.[c:];Ты ступила на территорию... [c:bR]Болотистого края.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_M;A hideous swarm of insects gathered around you.;Вокруг тебя вился назойливый рой мошкары.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_M;Reptiles slipped and slithered around your feet.;У твоих ног ползали и скользили рептилии.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_M;You were now engulfed by... [c:bR]The Wetlands.[c:];Тебя поглотил... [c:bR]Болотистый край.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_F;;
GAME_FLOW_REGIONALPINE_132_M;A frigid gust of wind billowed, unwelcome, into your lungs.;Твои лёгкие пронзил неприятный ледяной ветер.
GAME_FLOW_REGIONALPINE_132_F;;
GAME_FLOW_REGIONALPINE_756_M;The beauty of the falling snow failed to distract you from the chill in your bones.;Красота падающего снега не смогла отвлечь тебя от дрожи в костях.
GAME_FLOW_REGIONALPINE_756_F;;
GAME_FLOW_REGIONALPINE_891_M;You had ascended to... [c:bR]The Snow Line.[c:];Ты поднялся на... [c:bR]Снеговую линию.[c:]
GAME_FLOW_REGIONALPINE_891_F;You had ascended to... [c:bR]The Snow Line.[c:];Ты поднялась на... [c:bR]Снеговую линию.[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_M;The relief of the fresh air quickly gave way to a bone-shaking chill.;Свежий воздух подарил облегчение, которое тут же сменилось лихорадочным ознобом.
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_M;You guessed at the path ahead as the snow increasingly obscured it.;Метель накрыла склон, и тебе пришлось ступать наугад.
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_M;You had climbed to... [c:bR]The Snow Line.[c:];Ты забрался на... [c:bR]Снеговую линию.[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_F;You had climbed to... [c:bR]The Snow Line.[c:];Ты забралась на... [c:bR]Снеговую линию.[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_M;Sheets of icy snow battered your body as you fought your way up to a vantage point.;На пути к вершине тебя валила с ног свирепая вьюга.
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_M;The snow-covered trees jutted from the landscape like prickly misplaced teeth.;Заснеженные деревья торчали как неровные зубы.
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_M;You continued on through... [c:bR]The Snow Line.[c:];Ты продолжил путь через... [c:bR]Снеговую линию.[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_F;You continued on through... [c:bR]The Snow Line.[c:];Ты продолжила путь через... [c:bR]Снеговую линию.[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_M;The beauty of the falling snow could not distract you from the chill in your bones.;Красота падающего снега не смогла отвлечь тебя от дрожи в костях.
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_M;Your body quaked in a futile attempt to maintain warmth.;Твоё тело тряслось от тщетных попыток сохранить тепло.
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_M;You had finally reached... [c:bR]The Snow Line.[c:];Ты наконец добрался до... [c:bR]Снеговой линии.[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_F;You had finally reached... [c:bR]The Snow Line.[c:];Ты наконец добралась до... [c:bR]Снеговой линии.[c:]
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_M;My [c:bR]boss battles[c:] are high stakes tests of your aptitude.;Каждая [c:bR]битва с боссами[c:] - это итоговая проверка твоей смекалки.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_M;With one flame you will either overcome them or die.;С одной свечой ты либо победишь, либо погибнешь.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_M;Fear not... I will let you keep the smoke.;Не бойся... Дым можешь взять себе.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_M;Sudden death.;Внезапная смерть.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_M;You will win this or you will die.;Ты либо победишь, либо погибнешь.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_F;;
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_M;I hope you didn't think it would be that easy...;Ты ведь не надеялся на лёгкий поединок...
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_F;I hope you didn't think it would be that easy...;Ты ведь не надеялась на лёгкий поединок...
SPECIAL_NODES_RARECARDSINTRO_605_M;You're the first in a while to overcome a boss.;Ты первый за долгое время, кому удалось справиться с боссом.
SPECIAL_NODES_RARECARDSINTRO_605_F;You're the first in a while to overcome a boss.;Ты первая за долгое время, кому удалось справиться с боссом.
SPECIAL_NODES_RARECARDSINTRO_663_M;As a reward you are granted an opportunity to select a... [c:bR]rare card[c:].;В качестве награды тебе разрешается выбрать... [c:bR]редкую карту[c:].
SPECIAL_NODES_RARECARDSINTRO_663_F;;
SPECIAL_NODES_RARECARDSINTRO_384_M;Choose carefully.;Выбирай с умом.
SPECIAL_NODES_RARECARDSINTRO_384_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_M;Very well.;Ну, ладно.
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_M;You may choose a [c:bR]rare card[c:].;Можешь выбрать [c:bR]редкую карту[c:].
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_M;Your reward?;Хочешь награду?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_M;Perhaps one of these will entice you?;Возможно, тебя устроит что-то из этого...
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_M;The trees seemed to close in around you as a chill mist descended.;Деревья начали смыкаться, и на тебя опустился холодный туман.
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_M;In the distance you could hear the clinking of metal on stone.;Издалека донёсся звон железа.
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_M;A hobbled figure stood in your path...;В твою сторону ковылял какой-то мужчина...
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_M;The incessant clank-clank-clanking reverberated between your ears.;В ушах стоял непрерывный звон.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_M;The path ahead was blocked by a grotesque figure...;Твой путь преградил причудливый мужчина...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_M;A chill mist closed in around you.;Вокруг тебя сгустился ледяной туман.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_M;You were not alone.;Ты был не один.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_F;You were not alone.;Ты была не одна.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_M;A figure emerged from the fog.;Из тумана появился мужчина.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_M;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;Ты прошёл мимо огромной пустой миски, которую окружала куча ошмётков и потрохов.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_F;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;Ты прошла мимо огромной пустой миски, которую окружала куча ошмётков и потрохов.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_M;It seemed the bowl was designed for a dog.;Похоже, что миска была для собаки.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_M;But what earthly hound would require a meal of that size?;Но какая собака смогла бы столько съесть?
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_M;The trees closed in tight around you, creating an impenetrable brush.;Деревья окружили тебя неприступной стеной.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_M;The only way out was forward.;Единственный способ выбраться отсюда - это идти вперёд.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_M;And the hobbled shape of a man stood in that way.;На пути стоял хромой мужчина.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_M;A haunting clanking sound permeated the fog.;В густом тумане слышался зловещий звон металла.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_M;The trees closed in tight around you...;Деревья обступили тебя...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_483_M;Heeeeeeee-haaw! 'Twas [c:bR]The Prospector[c:]!;Йии-хааа! Это был [c:bR]Старатель[c:]!
BOSS_DIALOGUE_PROSPECTORINTRO_483_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_M;'Twas [c:bR]The Prospector[c:]! Heeeeeeee-haaw!;Это был [c:bR]Старатель[c:]! Йии-хааа!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_M;Stand in the way o' me gold?! Be darned!;Решил захапать моё золото?! Чтоб ты провалился!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_F;Stand in the way o' me gold?! Be darned!;Решила захапать моё золото?! Чтоб ты провалилась!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_M;Where's that hound o' mine?!;Куда же моя собачка запропастилась?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_M;Got any g-gold in that there skull?!;В этой твоей черепушке есть золото?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_M;Let me crack it open n' take a look!;Давай-ка я её раскрою и сам погляжу!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_M;G-gold?! I can smell it!;З... золото?! Я его чую!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_M;HEEE-HEE-HEE-HAAAAAAWWWWW!;ХЕ-ХЕ-ХЕ! ЙИИ-ХААААА!
