Column1;Column10;KOR
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_M;You encountered a small outpost in the woods tended by a mysterious woman.;너는 수상한 여자가 관리하는 숲 속의 작은 초소를 발견했다.
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_M;It was [c:bR]The Trader[c:] that the old [c:bR]Trapper[c:] had mentioned!;늙은 [c:bR]덫사냥꾼[c:]이 언급했던 [c:bR]상인[c:]이었다!
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_M;Her appearance was unsettling but you were mollified by her offerings.;미심쩍은 외모의 여자였지만, 상품은 정말 매력적이었다.
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_M;With sound of [c:bR]The Prospector[c:]'s pickaxe still ringing in your ears, you carried onwards.;[c:bR]탐광자[c:]의 곡괭이 소리가 귀를 맴돌았고, 너는 계속하였다.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_M;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;[c:bR]탐광자[c:]와의 참혹한 조우 이후, 너는 자신을 가다듬고 계속 나아갔다.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_M;Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.;[c:bR]탐광자[c:]의 불안한 시선을 벗어나, 너는 앞을 바라보았다.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_M;Wiping the dust from your trousers, you returned to your journey.;바지에서 먼지를 털어내며, 너는 여정을 계속하였다.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_F;;
GAME_FLOW_REGIONNEXT_878_M;Hmm...;흐음...
GAME_FLOW_REGIONNEXT_878_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_M;Let me see...;어디 보자...
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_M;Let me think...;생각을 해보자...
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_M;Hmmm... Oh yes, I know.;흠... 오, 그래. 그거다.
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_M;We will need another map...;다른 지도가 필요할 것이다...
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_M;A moment...;잠시 있거라...
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_F;;
GAME_FLOW_REGIONWETLANDS_688_M;The rank smell of rot and mold permeated the humid air.;부패와 부식의 악취가 습한 공기에 감돌았다.
GAME_FLOW_REGIONWETLANDS_688_F;;
GAME_FLOW_REGIONWETLANDS_522_M;Every step forward was answered by some nearby slip or slither.;매 걸음마다 근방에서 미끄러지거나 기어가는 소리가 났다.
GAME_FLOW_REGIONWETLANDS_522_F;;
GAME_FLOW_REGIONWETLANDS_774_M;You tread cautiously into... [c:bR]The Wetlands.[c:];너는 조심스럽게... [c:bR]습지[c:]에 진입한다.
GAME_FLOW_REGIONWETLANDS_774_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_M;The air grew thick with moisture...;공기는 습기로 찐득해졌으며...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_M;The buzzing and chirping of insects drowned out the sound of your footfalls...;벌레들 버석이고 우는 소리에 너의 발소리는 묻혀버렸다...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_M;You beheld... [c:bR]The Wetlands.[c:];너는... [c:bR]습지[c:]를 목도했다.
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_M;As the air grew humid your boots became harder to pull from the mud.;공기가 습해지며 점점 더 진흙에서 발을 떼기가 힘들어졌다.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_M;The dank smell of tepid water invaded your nostrils.;미지근한 물의 축축한 냄새가 코를 찔렀다.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_M;You had reached... [c:bR]The Wetlands.[c:];너는... [c:bR]습지[c:]에 당도하였다.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_M;Tepid water flooded your boots.;미지근한 물이 너의 신발에 차오른다.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_M;Flies swarmed around you.;파리떼가 네 주위에 몰려들었다.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_M;You had entered... [c:bR]The Wetlands.[c:];너는... [c:bR]습지[c:]에 진입하였다.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_M;A hideous swarm of insects gathered around you.;흉측한 벌레떼가 네 주위에 모여들었다.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_M;Reptiles slipped and slithered around your feet.;파충류들은 네 발치를 미끄덩대며 기었다.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_M;You were now engulfed by... [c:bR]The Wetlands.[c:];이제 너는 [c:bR]습지[c:]에... 잠식되었다.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_F;;
GAME_FLOW_REGIONALPINE_132_M;A frigid gust of wind billowed, unwelcome, into your lungs.;냉랭한 바람이 불쑥 네 폐로 들어온다.
GAME_FLOW_REGIONALPINE_132_F;;
GAME_FLOW_REGIONALPINE_756_M;The beauty of the falling snow failed to distract you from the chill in your bones.;내리는 눈의 아름다움에도 너는 뼈에 사무치는 추위를 잊지 못한다.
GAME_FLOW_REGIONALPINE_756_F;;
GAME_FLOW_REGIONALPINE_891_M;You had ascended to... [c:bR]The Snow Line.[c:];너는... [c:bR]설선[c:]에 도달했다.
GAME_FLOW_REGIONALPINE_891_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_M;The relief of the fresh air quickly gave way to a bone-shaking chill.;신선한 공기의 안식은 뼈저린 추위에 곧 사라져버렸다.
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_M;You guessed at the path ahead as the snow increasingly obscured it.;너는 눈보라에 가려진 길을 어림짐작으로 찾아냈다.
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_M;You had climbed to... [c:bR]The Snow Line.[c:];너는... [c:bR]설선[c:]에 등반하였다.
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_M;Sheets of icy snow battered your body as you fought your way up to a vantage point.;고지에 오르는 동안, 얼어붙은 눈의 표면이 너를 때려댔다.
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_M;The snow-covered trees jutted from the landscape like prickly misplaced teeth.;눈에 뒤덮인 나무들은 능선에서 덧니처럼 튀어나왔다.
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_M;You continued on through... [c:bR]The Snow Line.[c:];너는 계속해서... [c:bR]설선[c:]을 지나갔다.
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_M;The beauty of the falling snow could not distract you from the chill in your bones.;내리는 눈의 아름다움에도 너는 뼈에 사무친 추위를 잊지 못했다.
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_M;Your body quaked in a futile attempt to maintain warmth.;체열을 유지하려, 너의 몸은 부질없이 떨어댔다.
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_M;You had finally reached... [c:bR]The Snow Line.[c:];너는 마침내... [c:bR]설선[c:]에 도달하였다.
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_M;My [c:bR]boss battles[c:] are high stakes tests of your aptitude.;나의 [c:bR]보스전[c:]은 너의 자질을 시험하는 위험한 도박이다.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_M;With one flame you will either overcome them or die.;너는 단 한 번의 불길로 극복하거나 죽을 것이다. 
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_M;Fear not... I will let you keep the smoke.;두려워 말거라... 연기는 갖게 해줄 테니.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_M;Sudden death.;단판 결승.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_M;You will win this or you will die.;승리하거나 죽게 될 것이다.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_F;;
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_M;I hope you didn't think it would be that easy...;쉬울 거라 생각지 않았으면 좋겠군...
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_F;;
SPECIAL_NODES_RARECARDSINTRO_605_M;You're the first in a while to overcome a boss.;보스를 이겨낸 자는 한동안 없었거늘.
SPECIAL_NODES_RARECARDSINTRO_605_F;;
SPECIAL_NODES_RARECARDSINTRO_663_M;As a reward you are granted an opportunity to select a... [c:bR]rare card[c:].;너에게 주어질 보상은... [c:bR]레어 카드[c:]를 선택할 기회이다.
SPECIAL_NODES_RARECARDSINTRO_663_F;;
SPECIAL_NODES_RARECARDSINTRO_384_M;Choose carefully.;신중히 결정하거라.
SPECIAL_NODES_RARECARDSINTRO_384_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_M;Very well.;아주 좋다.
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_M;You may choose a [c:bR]rare card[c:].;[c:bR]레어 카드[c:]를 선택하도록 하거라.
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_M;Your reward?;보상?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_M;Perhaps one of these will entice you?;혹시 이중 하나가 매혹적인가?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_M;The trees seemed to close in around you as a chill mist descended.;서늘한 안개가 가라앉으며, 나무들이 네 주변을 좁혀드는 것만 같았다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_M;In the distance you could hear the clinking of metal on stone.;저 멀리서 금속이 돌을 때리는 소리가 들려왔다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_M;A hobbled figure stood in your path...;절뚝이는 형체가 너의 길을 막았다...
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_M;The incessant clank-clank-clanking reverberated between your ears.;끊임없는 딱-딱-딱 소리가 너의 귀 사이에 울려댔다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_M;The path ahead was blocked by a grotesque figure...;전방의 길은 추괴한 형체가 가로막고 섰으며...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_M;A chill mist closed in around you.;서늘한 안개가 너를 둘러쌌다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_M;You were not alone.;너는 혼자가 아니었다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_M;A figure emerged from the fog.;안개 속에서 형체가 하나 나타났다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_M;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;불분명한 내장과 목재의 무더기에 둘러싸여, 너는 거대한 빈 사발을 지났다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_M;It seemed the bowl was designed for a dog.;사발은 개밥그릇 용도로 만들어진 듯 했다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_M;But what earthly hound would require a meal of that size?;하지만 이 세상 어떠한 개가 저런 크기로 식사하겠는가?
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_M;The trees closed in tight around you, creating an impenetrable brush.;나무들은 뚫을 수 없는 수풀을 형성하며 너에게 좁혀왔다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_M;The only way out was forward.;유일한 출구는 전방이었다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_M;And the hobbled shape of a man stood in that way.;그 길엔 절뚝이는 사내의 형체가 서 있었다. 
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_M;A haunting clanking sound permeated the fog.;끔찍한 타격음이 안개 가득 스몄다.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_M;The trees closed in tight around you...;나무들은 너에게 좁혀왔고...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_483_M;Heeeeeeee-haaw! 'Twas [c:bR]The Prospector[c:]!;이이이이-랴아아아! [c:bR]탐광자[c:] 납셨다!
BOSS_DIALOGUE_PROSPECTORINTRO_483_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_M;'Twas [c:bR]The Prospector[c:]! Heeeeeeee-haaw!;[c:bR]탐광자[c:] 납셨다! 이이이이 - 랴아아아!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_M;Stand in the way o' me gold?! Be darned!;나와 금 사이를 막겠다?! 죽어도 싸지!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_M;Where's that hound o' mine?!;우리 사냥개는 어딜 갔담?
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_M;Got any g-gold in that there skull?!;거기 해골빡에 ㅎ-황금 좀 들었나?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_M;Let me crack it open n' take a look!;한 번 까부숴서 보고 싶은데!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_M;G-gold?! I can smell it!;ㅎ-황금? 냄새가 나!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_M;HEEE-HEE-HEE-HAAAAAAWWWWW!;이이이-랴아-이이-랴아아아아아!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_M;'Twas [c:bR]The Prospector[c:]!;[c:bR]탐광자[c:] 납셨다!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_M;HEE-HEE-HEEEEEERRE WE GO!;이이이-이이-이이리로 가자!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_M;Dag nab it! Now I got to kill ya!;괘씸무쌍한 놈! 이제 네놈을 죽여야겠다!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_M;You're out of space. There's no room for that card.;공간이 부족하다. 그 카드를 놓을 곳이 없다.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_M;There's nowhere for that card to be played.;그 카드를 낼 공간은 없다.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_M;There's nowhere to put it.;그걸 놓을 곳이 없다.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_M;You're out of space.;공간이 부족하다.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_M;All your spaces are full.;너의 공간은 가득 찼다.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_409_M;A foul smell invaded your nostrils and caused your throat to seize.;악취가 너의 코에 들어가 목을 마비시켰다.
BOSS_DIALOGUE_ANGLERPREINTRO_409_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_939_M;A hulking man sat by a brackish pond with his feet submerged in the dark water.;거대한 사내가 새까만 물에 발을 담그고 염호가에 앉았다. 
BOSS_DIALOGUE_ANGLERPREINTRO_939_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_043_M;He pulled a hook from a pile of rotting fish and rose to his feet.;그는 썩어가는 생선 더미에서 갈고리를 꺼내 일어났다.
BOSS_DIALOGUE_ANGLERPREINTRO_043_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_M;The mud tugged hard at your feet, forcing you to slow your pace.;진흙이 너의 발을 잡아 걸음을 느리게 했다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_M;A rank odor caused your stomach to churn and your eyes to water.;악취가 너의 속을 뒤집고 눈물이 돌게 만들었다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_M;It was the rotting fish that hung from the branches around you.;네 주변의 나뭇가지에 걸린, 썩은 생선들이었다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_M;A huge man approached.;광대한 사내가 다가왔다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_M;You beheld an immense man slouched beside a mucky pond.;너는 더러운 연못가에 앉은 커다란 사내를 봤다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_M;He appeared to be tearing hunks of flesh from a fish corpse.;그는 죽은 생선으로부터 살점을 뜯어내는 듯 보였다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_M;Some chunks were thrown back to the pond, where a few ghoulish birds snapped them up.;몇 점은 연못에 버려졌고, 곧바로 걸신 들린 새들이 잡아챘다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_M;And some were sloppily pushed into the hulking man's mouth...;몇 점은 광대한 사내의 입에 허겁지겁 쑤셔 넣어졌다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_M;What you first mistook for a misshapen boulder appeared to be a hulking man.;처음엔 뒤틀린 바위로 보였던 것은 사실 광대한 사내의 형상이었다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_M;You attempted to sneak past him...;너는 몰래 지나치려 하지만...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_M;But your foot made contact with a metal bucket...;금속 양동이가 발에 채이고 말아...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_M;A rotten scent caused you to retch.;썩은내에 구역질이 올라온다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_M;Doubled over, a mucky boot entered your field of view.;웅크린 너의 시야에 진흙 투성이 부츠가 들어왔다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_M;You looked up to behold an unnaturally large figure.;너는 고개를 들어 부자연스럽게 거대한 형체를 봤다.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_F;;
BOSS_DIALOGUE_ANGLERINTRO_377_M;I am [c:bR]The Angler[c:]. Go fish.;나는 [c:bR]낚시꾼[c:]. 가서 낚시해라.
BOSS_DIALOGUE_ANGLERINTRO_377_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_M;Go fish.;가서 낚시해.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_M;You bring fresh fish?;신선한 생선 가져왔어?
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_M;Easy choose.;쉬운 선택.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_M;I am [c:bR]The Angler[c:].;나는 [c:bR]낚시꾼[c:].
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_M;You are the fish.;네가 생선이다.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_M;Bring fish?;생선 가져왔어?
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_F;;
SPECIAL_NODES_TRAPPERINTRO_880_M;Care to look at me pelts?;요 가죽 좀 보실랑가?
SPECIAL_NODES_TRAPPERINTRO_880_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_M;I've the most exquisite pelts!;아주 세련된 제품덜!
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_M;Me pelts are clean.;나으 가죽은 깨끗혀.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_M;Ye won't find better pelts within a hunnerd miles!;요 근방 백 마일서 가장 좋은 가죽여.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#4_902_M;Me pelts are the finest.;나으 가죽은 최상품이제.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#4_902_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#5_760_M;I've the finest pelts for sale.;최상품 가죽을 팔아분당게.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#5_760_F;;
SPECIAL_NODES_TRAPPEROUTRO_583_M;Th- thanks for yer business.;ㄱ-거래해줘서 고마버.
SPECIAL_NODES_TRAPPEROUTRO_583_F;;
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#1_092_M;Much appreciated.;깊게 감사혀.
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#1_092_F;;
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#2_511_M;Thanks for yer patronage.;감사해부러.
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#2_511_F;;
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#3_119_M;Ye have me gratitude.;깊은 감사를 표해분당게.
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#3_119_F;;
SPECIAL_NODES_TRADERINTRO_043_M;Do you mind if I examine those pelts of yours?;그쪽 가죽 좀 봐도 되겠습니까?
SPECIAL_NODES_TRADERINTRO_043_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#1_327_M;Show me some exquisite pelts...;질 좋은 가죽을 보여주세요...
SPECIAL_NODES_TRADERINTRO_REPEAT_#1_327_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#2_515_M;Are your pelts clean?;그쪽 가죽은 깨끗합니까?
