Column1;Column10;CH T
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_M;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;在和 [c:bR]探勘者[c:] 的慘痛遭遇後，你振作起來繼續前進。
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_M;Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.;擺脫了 [c:bR]探勘者[c:]的錯亂瞪視，你向前看去。
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_M;Wiping the dust from your trousers, you returned to your journey.;你撢掉褲子的塵土，回到你的旅途上。
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_F;;
GAME_FLOW_REGIONNEXT_878_M;Hmm...;哼嗯…
GAME_FLOW_REGIONNEXT_878_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_M;Let me see...;讓我看看...
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_M;Let me think...;讓我想想…
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_M;Hmmm... Oh yes, I know.;哼嗯…噢對，我知道了。
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_M;We will need another map...;我們需要另一張地圖…
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_M;A moment...;一會後…
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_F;;
GAME_FLOW_REGIONWETLANDS_688_M;The rank smell of rot and mold permeated the humid air.;潮濕的空氣中瀰漫著腐爛和發霉的臭味。
GAME_FLOW_REGIONWETLANDS_688_F;;
GAME_FLOW_REGIONWETLANDS_522_M;Every step forward was answered by some nearby slip or slither.;每往前一步，附近就會發出某種滑溜的聲音。
GAME_FLOW_REGIONWETLANDS_522_F;;
GAME_FLOW_REGIONWETLANDS_774_M;You tread cautiously into... [c:bR]The Wetlands.[c:];你謹慎地踏進… [c:bR]溼地。[c:]
GAME_FLOW_REGIONWETLANDS_774_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_M;The air grew thick with moisture...;濕氣越來越重…
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_M;The buzzing and chirping of insects drowned out the sound of your footfalls...;蟲鳴淹沒了你的腳步聲…
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_M;You beheld... [c:bR]The Wetlands.[c:];你見到了…[c:bR]溼地。[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_M;As the air grew humid your boots became harder to pull from the mud.;隨著濕氣變重，你的靴子更難從沼地中抬起。
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_M;The dank smell of tepid water invaded your nostrils.;溫水的濕氣滲入你的鼻子。
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_M;You had reached... [c:bR]The Wetlands.[c:];你抵達了…[c:bR]溼地。[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_M;Tepid water flooded your boots.;溫水淹過你的靴子。
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_M;Flies swarmed around you.;蒼蠅在你周圍打轉。
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_M;You had entered... [c:bR]The Wetlands.[c:];你進入了…[c:bR]溼地。[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_M;A hideous swarm of insects gathered around you.;噁心的蟲群聚集在你身邊。
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_M;Reptiles slipped and slithered around your feet.;爬蟲類在你腳邊滑來滑去。
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_M;You were now engulfed by... [c:bR]The Wetlands.[c:];你現在被 [c:bR]溼地。[c:] …給吞沒了。
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_F;;
GAME_FLOW_REGIONALPINE_132_M;A frigid gust of wind billowed, unwelcome, into your lungs.;你不情願地將寒風吸入肺部。
GAME_FLOW_REGIONALPINE_132_F;;
GAME_FLOW_REGIONALPINE_756_M;The beauty of the falling snow failed to distract you from the chill in your bones.;美麗的雪花並無法分散你對刺骨寒冷的注意力。
GAME_FLOW_REGIONALPINE_756_F;;
GAME_FLOW_REGIONALPINE_891_M;You had ascended to... [c:bR]The Snow Line.[c:];你爬到了… [c:bR]雪線。[c:]
GAME_FLOW_REGIONALPINE_891_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_M;The relief of the fresh air quickly gave way to a bone-shaking chill.;令人舒緩的新鮮空氣很快就被刺骨的寒意取代。
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_M;You guessed at the path ahead as the snow increasingly obscured it.;隨著風雪增強，你推測著前方的路況。
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_M;You had climbed to... [c:bR]The Snow Line.[c:];你爬上了… [c:bR]雪線。[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_M;Sheets of icy snow battered your body as you fought your way up to a vantage point.;在你努力爬上制高點時，冰雪覆蓋了你的身體。
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_M;The snow-covered trees jutted from the landscape like prickly misplaced teeth.;被雪覆蓋的樹木如同錯位的牙齒般突出在景觀中。
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_M;You continued on through... [c:bR]The Snow Line.[c:];你繼續穿過… [c:bR]雪線。[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_M;The beauty of the falling snow could not distract you from the chill in your bones.;美麗的雪花並無法分散你對刺骨寒冷的注意力。
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_M;Your body quaked in a futile attempt to maintain warmth.;你的身軀發抖著，徒勞地試圖保持溫暖。
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_M;You had finally reached... [c:bR]The Snow Line.[c:];你終於抵達了… [c:bR]雪線。[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_M;My [c:bR]boss battles[c:] are high stakes tests of your aptitude.;我準備的 [c:bR]頭目戰[c:] 是一場對你能力的高風險測試。
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_M;With one flame you will either overcome them or die.;在僅有一根燭火的情況下，不擊敗對手就是死。
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_M;Fear not... I will let you keep the smoke.;別害怕…我會讓你面對挑戰。
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_M;Sudden death.;驟死戰。
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_M;You will win this or you will die.;你要不獲勝、要不死去。
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_F;;
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_M;I hope you didn't think it would be that easy...;我希望你別把它想得太簡單…
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_F;;
SPECIAL_NODES_RARECARDSINTRO_605_M;You're the first in a while to overcome a boss.;你是近來第一個能夠擊敗頭目的人。
SPECIAL_NODES_RARECARDSINTRO_605_F;;
SPECIAL_NODES_RARECARDSINTRO_663_M;As a reward you are granted an opportunity to select a... [c:bR]rare card[c:].;作為報酬，你將有機會選擇一張... [c:bR]稀有卡片[c:]。
SPECIAL_NODES_RARECARDSINTRO_663_F;;
SPECIAL_NODES_RARECARDSINTRO_384_M;Choose carefully.;小心選擇。
SPECIAL_NODES_RARECARDSINTRO_384_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_M;Very well.;非常好。
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_M;You may choose a [c:bR]rare card[c:].;你可以選一張 [c:bR]稀有卡片[c:]。
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_M;Your reward?;你的獎勵？
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_M;Perhaps one of these will entice you?;或許這其中之一能吸引你？
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_M;The trees seemed to close in around you as a chill mist descended.;隨著寒冷薄霧的退去，樹木似乎包圍著你。
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_M;In the distance you could hear the clinking of metal on stone.;你可以聽到遠方傳來金石敲擊之聲。
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_M;A hobbled figure stood in your path...;一個蹣跚身影擋住你的去路…
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_M;The incessant clank-clank-clanking reverberated between your ears.;無止盡的鏗鏘聲在你的耳邊迴盪。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_M;The path ahead was blocked by a grotesque figure...;前方道路被一個怪異身影擋住…
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_M;A chill mist closed in around you.;一陣冰冷霧氣圍繞著你。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_M;You were not alone.;附近有其他人。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_M;A figure emerged from the fog.;一個身影自霧中浮現。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_M;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;你經過一個巨大的空碗，旁邊有一堆無法辨別的內臟玩意。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_M;It seemed the bowl was designed for a dog.;看起來那碗是給狗用的。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_M;But what earthly hound would require a meal of that size?;但什麼樣的狗會需要這種份量的食物？
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_M;The trees closed in tight around you, creating an impenetrable brush.;周圍的樹木越來越濃密，形成了無法通過的樹叢。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_M;The only way out was forward.;前進是唯一的道路
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_M;And the hobbled shape of a man stood in that way.;一個蹣跚的身影就站在路上。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_M;A haunting clanking sound permeated the fog.;淒厲的鏗鏘聲貫穿霧氣。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_M;The trees closed in tight around you...;樹木緊緊包圍著你。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_483_M;Heeeeeeee-haaw! 'Twas [c:bR]The Prospector[c:]!;咿咿咿-哈！俺是 [c:bR]探勘者[c:]！
BOSS_DIALOGUE_PROSPECTORINTRO_483_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_M;'Twas [c:bR]The Prospector[c:]! Heeeeeeee-haaw!;俺是 [c:bR]探勘者[c:]！咿咿咿-哈！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_M;Stand in the way o' me gold?! Be darned!;擋住老子挖黃金的路？！該死！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_M;Where's that hound o' mine?!;我那隻狗在哪？！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_M;Got any g-gold in that there skull?!;那頭殼裡面有沒有任何黃-黃金？！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_M;Let me crack it open n' take a look!;讓我把它敲開來看看！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_M;G-gold?! I can smell it!;黃-黃金？！我聞到它了！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_M;HEEE-HEE-HEE-HAAAAAAWWWWW!;嘻-嘻-嘻-哈啊啊啊啊！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_M;'Twas [c:bR]The Prospector[c:]!;俺是 [c:bR]探勘者[c:]！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_M;HEE-HEE-HEEEEEERRE WE GO!;嘻-嘻-我喔喔喔要上啦！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_M;Dag nab it! Now I got to kill ya!;該死！現在我要殺了你！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_M;You're out of space. There's no room for that card.;你的空間不夠。沒有地方放那張卡片。
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_M;There's nowhere for that card to be played.;沒有位置可以打出那張卡片。
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_M;There's nowhere to put it.;沒有位置放那張卡片。
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_M;You're out of space.;你的空間不夠。
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_M;All your spaces are full.;你的空間都滿了。
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_409_M;A foul smell invaded your nostrils and caused your throat to seize.;一股難聞的臭味鑽進鼻子，讓你喉頭一緊。
BOSS_DIALOGUE_ANGLERPREINTRO_409_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_939_M;A hulking man sat by a brackish pond with his feet submerged in the dark water.;一名魁梧男子坐在散發鹹味的池塘邊，他的腳浸在黑水中。
BOSS_DIALOGUE_ANGLERPREINTRO_939_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_043_M;He pulled a hook from a pile of rotting fish and rose to his feet.;他從一堆腐魚當中拉起鉤子，然後抬起他的腳。
BOSS_DIALOGUE_ANGLERPREINTRO_043_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_M;The mud tugged hard at your feet, forcing you to slow your pace.;泥濘難以通過，迫使你放緩腳步。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_M;A rank odor caused your stomach to churn and your eyes to water.;一股濃稠的氣味讓你五內翻騰、難受想哭。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_M;It was the rotting fish that hung from the branches around you.;臭味是來自於附近枝頭掛著的腐魚。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_M;A huge man approached.;一名魁梧男子接近。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_M;You beheld an immense man slouched beside a mucky pond.;你看到一名魁梧男子懶散地坐在髒池塘邊。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_M;He appeared to be tearing hunks of flesh from a fish corpse.;他似乎正從死魚上剝下大塊肉片。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_M;Some chunks were thrown back to the pond, where a few ghoulish birds snapped them up.;一部分肉片被扔回池塘，幾隻可怕的鳥飛來爭食。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_M;And some were sloppily pushed into the hulking man's mouth...;其它肉片則進了那魁梧男子的嘴裡…
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_M;What you first mistook for a misshapen boulder appeared to be a hulking man.;你原先錯認的石塊其實是一名魁梧男子。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_M;You attempted to sneak past him...;你試著偷溜過去…
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_M;But your foot made contact with a metal bucket...;但你的腳碰到了金屬桶子…
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_M;A rotten scent caused you to retch.;腐臭的氣味令你作噁。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_M;Doubled over, a mucky boot entered your field of view.;彎下身子時，一隻髒靴子映入眼簾。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_M;You looked up to behold an unnaturally large figure.;你抬頭看到了一個非常巨大的身影。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_F;;
BOSS_DIALOGUE_ANGLERINTRO_377_M;I am [c:bR]The Angler[c:]. Go fish.;我是 [c:bR]釣客[c:]。釣魚。
BOSS_DIALOGUE_ANGLERINTRO_377_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_M;Go fish.;釣魚。
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_M;You bring fresh fish?;你有帶新鮮的魚？
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_M;Easy choose.;隨意選選。
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_M;I am [c:bR]The Angler[c:].;我是 [c:bR]釣客[c:]。
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_M;You are the fish.;你是魚。
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_M;Bring fish?;有帶魚？
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_F;;
SPECIAL_NODES_TRAPPERINTRO_880_M;Care to look at me pelts?;想看看我的皮草嗎？
SPECIAL_NODES_TRAPPERINTRO_880_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_M;I've the most exquisite pelts!;我有最精緻的皮草！
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_M;Me pelts are clean.;我的皮草乾淨。
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_M;Ye won't find better pelts within a hunnerd miles!;百里之內你找不到更好的皮草！
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#4_902_M;Me pelts are the finest.;我的皮草最讚。
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#4_902_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#5_760_M;I've the finest pelts for sale.;我有很讚皮草要賣。
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#5_760_F;;
SPECIAL_NODES_TRAPPEROUTRO_583_M;Th- thanks for yer business.;謝-謝謝光臨。
SPECIAL_NODES_TRAPPEROUTRO_583_F;;
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#1_092_M;Much appreciated.;非常感謝。
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#1_092_F;;
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#2_511_M;Thanks for yer patronage.;謝謝你的惠顧。
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#2_511_F;;
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#3_119_M;Ye have me gratitude.;我感謝你。
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#3_119_F;;
SPECIAL_NODES_TRADERINTRO_043_M;Do you mind if I examine those pelts of yours?;你介意讓我檢查這些皮草嗎？
SPECIAL_NODES_TRADERINTRO_043_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#1_327_M;Show me some exquisite pelts...;展示些精緻的皮草給我看吧…
SPECIAL_NODES_TRADERINTRO_REPEAT_#1_327_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#2_515_M;Are your pelts clean?;你的皮草乾淨嗎？
SPECIAL_NODES_TRADERINTRO_REPEAT_#2_515_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#3_490_M;I am anticipating some... extraordinary pelts.;我期待一些…非凡的皮草。
SPECIAL_NODES_TRADERINTRO_REPEAT_#3_490_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#4_555_M;Have you brought me fine pelts?;你有帶上好的皮草給我？
SPECIAL_NODES_TRADERINTRO_REPEAT_#4_555_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#5_710_M;Let's see what I can offer you for those pelts...;來看看我有什麼能你的皮草交換…
SPECIAL_NODES_TRADERINTRO_REPEAT_#5_710_F;;
SPECIAL_NODES_TRADERPELTSHARE_881_M;Let's start with your hare pelts... Here's what I can offer.;先從野兔皮草開始…這些是我能提供的。
SPECIAL_NODES_TRADERPELTSHARE_881_F;;
SPECIAL_NODES_TRADERPELTSHARE_REPEAT_#1_398_M;Hare pelts...;野兔皮草…
SPECIAL_NODES_TRADERPELTSHARE_REPEAT_#1_398_F;;
SPECIAL_NODES_TRADERPELTSWOLF_245_M;Oh! Wolf pelts too? Exquisite...;噢！也有狼皮？真是精緻…
SPECIAL_NODES_TRADERPELTSWOLF_245_F;;
SPECIAL_NODES_TRADERPELTSWOLF_REPEAT_#1_517_M;Wolf pelts!;狼皮！
SPECIAL_NODES_TRADERPELTSWOLF_REPEAT_#1_517_F;;
SPECIAL_NODES_TRADERPELTSGOLDEN_239_M;Is that a- a- Golden Pelt?! Magnificent.;那是-一張-黃金皮草？！真是壯觀。
SPECIAL_NODES_TRADERPELTSGOLDEN_239_F;;
SPECIAL_NODES_TRADERPELTSGOLDEN_REPEAT_#1_936_M;Incredible. Golden Pelts?;難以置信。黃金皮草？
SPECIAL_NODES_TRADERPELTSGOLDEN_REPEAT_#1_936_F;;
SPECIAL_NODES_TRADERPELTSGOLDEN_REPEAT_#2_717_M;Marvelous...;真是驚人…
SPECIAL_NODES_TRADERPELTSGOLDEN_REPEAT_#2_717_F;;
SPECIAL_NODES_TRADEROUTRO_154_M;These pelts are most excellent. My thanks.;這些皮草非常優秀。我要謝謝你。
SPECIAL_NODES_TRADEROUTRO_154_F;;
SPECIAL_NODES_TRADEROUTRO_REPEAT_#1_279_M;You have my gratitude.;我感謝你。
SPECIAL_NODES_TRADEROUTRO_REPEAT_#1_279_F;;
SPECIAL_NODES_TRADEROUTRO_REPEAT_#2_285_M;These are exquisite. My thanks.;這些東西非常精緻。我要謝謝你。
