Column1;Column10;ITA
TUTORIAL_TUTORIALBUYPELTSOUTRO_844_M;The man assured you of the value of the pelts.;L'uomo ti ha garantito che le pelli sono di valore.
TUTORIAL_TUTORIALBUYPELTSOUTRO_844_F;;
TUTORIAL_TUTORIALBUYPELTSOUTRO_742_M;They appear to be useless in a fight...;Sembrano inutili in combattimento...
TUTORIAL_TUTORIALBUYPELTSOUTRO_742_F;;
TUTORIAL_TUTORIALBUYPELTSOUTRO_937_M;But he mentioned that [c:bR]The Trader[c:] further down the path would reward you for them.;Però ha accennato che [c:bR]la Commerciante[c:], più avanti sul sentiero, ti avrebbe ricompensato per le pelli.
TUTORIAL_TUTORIALBUYPELTSOUTRO_937_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_M;You encountered a small outpost in the woods tended by a mysterious woman.;Ti sei imbattuto in un piccolo avamposto nel bosco, gestito da una donna misteriosa.
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_F;You encountered a small outpost in the woods tended by a mysterious woman.;Ti sei imbattuta in un piccolo avamposto nel bosco, gestito da una donna misteriosa.
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_M;It was [c:bR]The Trader[c:] that the old [c:bR]Trapper[c:] had mentioned!;Era [c:bR]la Commerciante[c:] di cui ha parlato il vecchio [c:bR]Cacciatore[c:]!
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_M;Her appearance was unsettling but you were mollified by her offerings.;Aveva un aspetto inquietante, ma sei stato tranquillizzato dalle sue offerte.
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_F;Her appearance was unsettling but you were mollified by her offerings.;Aveva un aspetto inquietante, ma sei stata tranquillizzata dalle sue offerte.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_M;With sound of [c:bR]The Prospector[c:]'s pickaxe still ringing in your ears, you carried onwards.;Hai proseguito, con il suono del piccone del [c:bR]Prospettore[c:] che ancora rimbombava nelle tue orecchie.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_M;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;Dopo l'incontro angoscioso con [c:bR]il Prospettore[c:], ti sei ricomposto e hai proseguito.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_F;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;Dopo l'incontro angoscioso con [c:bR]il Prospettore[c:], ti sei ricomposta e hai proseguito.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_M;Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.;Libero dallo sguardo squilibrato del [c:bR]Prospettore[c:], hai guardato avanti.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_F;Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.;Libera dallo sguardo squilibrato del [c:bR]Prospettore[c:], hai guardato avanti.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_M;Wiping the dust from your trousers, you returned to your journey.;Ripulita la polvere dai tuoi pantaloni, hai ripreso il cammino.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_F;;
GAME_FLOW_REGIONNEXT_878_M;Hmm...;Mmh...
GAME_FLOW_REGIONNEXT_878_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_M;Let me see...;Vediamo...
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_M;Let me think...;Lasciami pensare...
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_M;Hmmm... Oh yes, I know.;Mmh... Oh, sì, ho capito.
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_M;We will need another map...;Ci servirà un'altra mappa...
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_M;A moment...;Un momento...
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_F;;
GAME_FLOW_REGIONWETLANDS_688_M;The rank smell of rot and mold permeated the humid air.;L'odore rancido di putrefazione e muffa ha impregnato l'aria umida.
GAME_FLOW_REGIONWETLANDS_688_F;;
GAME_FLOW_REGIONWETLANDS_522_M;Every step forward was answered by some nearby slip or slither.;A ogni passo in avanti hai sentito rumori di creature che strisciavano e scivolavano nei paraggi.
GAME_FLOW_REGIONWETLANDS_522_F;;
GAME_FLOW_REGIONWETLANDS_774_M;You tread cautiously into... [c:bR]The Wetlands.[c:];Ti sei incamminato con cautela... nelle [c:bR]paludi[c:].
GAME_FLOW_REGIONWETLANDS_774_F;You tread cautiously into... [c:bR]The Wetlands.[c:];Ti sei incamminata con cautela... nelle [c:bR]paludi[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_M;The air grew thick with moisture...;L'aria si era fatta densa di umidità...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_M;The buzzing and chirping of insects drowned out the sound of your footfalls...;Il ronzio e il frinire degli insetti copriva il suono dei tuoi passi...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_M;You beheld... [c:bR]The Wetlands.[c:];Hai contemplato... le [c:bR]paludi[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_M;As the air grew humid your boots became harder to pull from the mud.;Come l'aria si è fatta umida, è diventato più difficile alzare i tuoi stivali dal fango.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_M;The dank smell of tepid water invaded your nostrils.;L'odore malsano dell'acqua tiepida ha invaso le tue narici.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_M;You had reached... [c:bR]The Wetlands.[c:];Hai raggiunto... le [c:bR]paludi[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_M;Tepid water flooded your boots.;L'acqua tiepida ha inzuppato i tuoi stivali.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_M;Flies swarmed around you.;Le mosche hanno preso a ronzarti tutt'attorno.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_M;You had entered... [c:bR]The Wetlands.[c:];Sei entrato... nelle [c:bR]paludi[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_F;You had entered... [c:bR]The Wetlands.[c:];Sei entrata... nelle [c:bR]paludi[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_M;A hideous swarm of insects gathered around you.;Uno sciame orrendo di insetti ha preso a ronzarti intorno.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_M;Reptiles slipped and slithered around your feet.;Rettili hanno cominciato a scivolare e strisciare intorno ai tuoi piedi.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_M;You were now engulfed by... [c:bR]The Wetlands.[c:];Sei stato inghiottito... dalle [c:bR]paludi[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_F;You were now engulfed by... [c:bR]The Wetlands.[c:];Sei stata inghiottita... dalle [c:bR]paludi[c:].
GAME_FLOW_REGIONALPINE_132_M;A frigid gust of wind billowed, unwelcome, into your lungs.;Una folata gelida di vento si è infilata nei tuoi polmoni in maniera sgradita.
GAME_FLOW_REGIONALPINE_132_F;;
GAME_FLOW_REGIONALPINE_756_M;The beauty of the falling snow failed to distract you from the chill in your bones.;La bellezza della neve che cade leggera non è riuscita a distrarti dal gelo nelle tue ossa.
GAME_FLOW_REGIONALPINE_756_F;;
GAME_FLOW_REGIONALPINE_891_M;You had ascended to... [c:bR]The Snow Line.[c:];Sei risalito fino... al [c:bR]confine innevato[c:].
GAME_FLOW_REGIONALPINE_891_F;You had ascended to... [c:bR]The Snow Line.[c:];Sei risalita fino... al [c:bR]confine innevato[c:].
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_M;The relief of the fresh air quickly gave way to a bone-shaking chill.;Il sollievo dato dall'aria fresca ha presto ceduto il posto a un gelo che ti faceva tremare le ossa.
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_M;You guessed at the path ahead as the snow increasingly obscured it.;Hai tirato a indovinare dove si trovasse il sentiero, man mano che la neve lo ha occultato alla vista.
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_M;You had climbed to... [c:bR]The Snow Line.[c:];Hai scalato fino... al [c:bR]confine innevato[c:].
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_M;Sheets of icy snow battered your body as you fought your way up to a vantage point.;La neve ghiacciata ha martoriato il tuo corpo mentre ti sei fatto strada a fatica fino a un punto di osservazione.
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_F;Sheets of icy snow battered your body as you fought your way up to a vantage point.;La neve ghiacciata ha martoriato il tuo corpo mentre ti sei fatta strada a fatica fino a un punto di osservazione.
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_M;The snow-covered trees jutted from the landscape like prickly misplaced teeth.;Gli alberi coperti di neve emergevano dal paesaggio come denti storti e irregolari.
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_M;You continued on through... [c:bR]The Snow Line.[c:];Hai proseguito attraverso... il [c:bR]confine innevato[c:].
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_M;The beauty of the falling snow could not distract you from the chill in your bones.;La bellezza della neve cadente non è riuscita a distrarti dal gelo nelle tue ossa.
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_M;Your body quaked in a futile attempt to maintain warmth.;Il tuo corpo ha preso a tremare nell'inutile tentativo di conservare calore.
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_M;You had finally reached... [c:bR]The Snow Line.[c:];Hai finalmente raggiunto... il [c:bR]confine innevato[c:].
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_M;My [c:bR]boss battles[c:] are high stakes tests of your aptitude.;Le mie [c:bR]battaglie contro i boss[c:] sono prove per saggiare le tue capacità con una posta in gioco alta.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_M;With one flame you will either overcome them or die.;Con una fiamma potrai superarle, oppure morire.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_M;Fear not... I will let you keep the smoke.;Non temere... Ti lascerò tenere il fumo.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_M;Sudden death.;Morte improvvisa.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_M;You will win this or you will die.;O vinci, oppure morirai.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_F;;
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_M;I hope you didn't think it would be that easy...;Spero non credessi sarebbe stato così facile...
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_F;;
SPECIAL_NODES_RARECARDSINTRO_605_M;You're the first in a while to overcome a boss.;È da diverso tempo che qualcuno non sconfiggeva il boss.
SPECIAL_NODES_RARECARDSINTRO_605_F;;
SPECIAL_NODES_RARECARDSINTRO_663_M;As a reward you are granted an opportunity to select a... [c:bR]rare card[c:].;Come ricompensa, ti è concessa l'opportunità di scegliere una... [c:bR]carta rara[c:].
SPECIAL_NODES_RARECARDSINTRO_663_F;;
SPECIAL_NODES_RARECARDSINTRO_384_M;Choose carefully.;Scegli con attenzione.
SPECIAL_NODES_RARECARDSINTRO_384_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_M;Very well.;Molto bene.
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_M;You may choose a [c:bR]rare card[c:].;Puoi scegliere una [c:bR]carta rara[c:].
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_M;Your reward?;La tua ricompensa?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_M;Perhaps one of these will entice you?;Forse una di queste potrebbe allettarti?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_M;The trees seemed to close in around you as a chill mist descended.;Ti è sembrato che gli alberi si chiudessero tutt'attorno a te, mentre scendeva una nebbia gelida.
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_M;In the distance you could hear the clinking of metal on stone.;In lontananza hai sentito il tintinnio del metallo sulla pietra.
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_M;A hobbled figure stood in your path...;Una figura azzoppata si è posta sul tuo cammino...
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_M;The incessant clank-clank-clanking reverberated between your ears.;L'incessante sferragliamento riverberava tra le tue orecchie.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_M;The path ahead was blocked by a grotesque figure...;Il sentiero è stato bloccato da una figura grottesca...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_M;A chill mist closed in around you.;Una gelida nebbia ti ha circondato.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_M;You were not alone.;Non eri solo.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_F;You were not alone.;Non eri sola.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_M;A figure emerged from the fog.;Dalla nebbia è emersa una figura.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_M;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;Sei passato vicino a un'immensa ciotola vuota, circondata da mucchi di rigaglie e ossa irriconoscibili.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_F;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;Sei passata vicino a un'immensa ciotola vuota, circondata da mucchi di rigaglie e ossa irriconoscibili.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_M;It seemed the bowl was designed for a dog.;Sembra che sia una ciotola per cani.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_M;But what earthly hound would require a meal of that size?;Ma quale segugio avrebbe bisogno di un pasto di tale entità?
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_M;The trees closed in tight around you, creating an impenetrable brush.;Gli alberi si sono richiusi stretti intorno a te, creando una boscaglia impenetrabile.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_M;The only way out was forward.;L'unica via d'uscita era la strada davanti a te.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_M;And the hobbled shape of a man stood in that way.;E su quella via stava la figura azzoppata di un uomo.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_M;A haunting clanking sound permeated the fog.;Un ossessivo sferragliare rimbombava nella nebbia.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_M;The trees closed in tight around you...;Gli alberi si sono richiusi stretti intorno a te...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_483_M;Heeeeeeee-haaw! 'Twas [c:bR]The Prospector[c:]!;Iiiiiiiiiiiih-ah! Era [c:bR]il Prospettore[c:]!
BOSS_DIALOGUE_PROSPECTORINTRO_483_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_M;'Twas [c:bR]The Prospector[c:]! Heeeeeeee-haaw!;Era [c:bR]il Prospettore[c:]! Iiiiiiiiiiiih-ah!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_M;Stand in the way o' me gold?! Be darned!;Ti metti tra me e il mio oro?! Che tu sia dannato!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_F;Stand in the way o' me gold?! Be darned!;Ti metti tra me e il mio oro?! Che tu sia dannata!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_M;Where's that hound o' mine?!;Dov'è si è cacciato il mio segugio?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_M;Got any g-gold in that there skull?!;C'hai d-dell'oro in quel cranio?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_M;Let me crack it open n' take a look!;Fammelo aprire che ci do un'occhiata!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_M;G-gold?! I can smell it!;O-Oro?! Dove? Ne sento l'odore!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_M;HEEE-HEE-HEE-HAAAAAAWWWWW!;IIIH-IIIH-IIIH-AAAAAAAAAH!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_M;'Twas [c:bR]The Prospector[c:]!;Era [c:bR]il Prospettore[c:]!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_M;HEE-HEE-HEEEEEERRE WE GO!;III-III-IIIIIINIZIAMO!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_M;Dag nab it! Now I got to kill ya!;Corbezzoli! Ora mi tocca ucciderti!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_M;You're out of space. There's no room for that card.;Non hai più spazio. Non c'è posto per quella carta.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_M;There's nowhere for that card to be played.;Non puoi giocare quella carta da nessuna parte.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_M;There's nowhere to put it.;Non puoi metterla da nessuna parte.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_M;You're out of space.;Non hai più spazio.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_M;All your spaces are full.;Tutti i tuoi spazi sono occupati.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_409_M;A foul smell invaded your nostrils and caused your throat to seize.;Un odore ripugnante ha invaso le tue narici serrandoti la gola.
BOSS_DIALOGUE_ANGLERPREINTRO_409_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_939_M;A hulking man sat by a brackish pond with his feet submerged in the dark water.;Un uomo mastodontico sta seduto vicino a un laghetto salmastro con i piedi immersi nell'acqua scura.
BOSS_DIALOGUE_ANGLERPREINTRO_939_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_043_M;He pulled a hook from a pile of rotting fish and rose to his feet.;Ha estratto un uncino da un mucchio di pesci marci e si è alzato in piedi.
BOSS_DIALOGUE_ANGLERPREINTRO_043_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_M;The mud tugged hard at your feet, forcing you to slow your pace.;Il fango tratteneva con forza i tuoi piedi, costringendoti a rallentare il passo.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_M;A rank odor caused your stomach to churn and your eyes to water.;Un odore rancido ti ha rivoltato lo stomaco e ti ha fatto lacrimare gli occhi.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_M;It was the rotting fish that hung from the branches around you.;Proveniva dai pesci marci appesi ai rami intorno a te.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_M;A huge man approached.;Ti si è avvicinato un uomo gigantesco.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_M;You beheld an immense man slouched beside a mucky pond.;Hai contemplato un omone incurvato su un laghetto lurido.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_M;He appeared to be tearing hunks of flesh from a fish corpse.;Sembrava stesse strappando pezzi di carne dal cadavere di un pesce.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_M;Some chunks were thrown back to the pond, where a few ghoulish birds snapped them up.;Alcuni brandelli finivano nel laghetto, dove un paio di uccelli cadaverici li catturavano al volo.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_M;And some were sloppily pushed into the hulking man's mouth...;E altri venivano spinti con fare sciatto nella bocca dell'uomo mastodontico...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_M;What you first mistook for a misshapen boulder appeared to be a hulking man.;Quello che a prima vista hai scambiato per un macigno deforme si è rivelato essere un uomo mastodontico.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_M;You attempted to sneak past him...;Hai tentato di passare inosservato...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_F;You attempted to sneak past him...;Hai tentato di passare inosservata...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_M;But your foot made contact with a metal bucket...;Ma il tuo piede ha urtato un secchio di metallo...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_M;A rotten scent caused you to retch.;Un odore di marcio ti ha provocato un conato di vomito.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_M;Doubled over, a mucky boot entered your field of view.;Mentre eri piegato, uno stivale sporco è entrato nel tuo campo visivo.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_F;Doubled over, a mucky boot entered your field of view.;Mentre eri piegata, uno stivale sporco è entrato nel tuo campo visivo.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_M;You looked up to behold an unnaturally large figure.;Hai alzato lo sguardo su una figura dalla grandezza innaturale.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_F;;
BOSS_DIALOGUE_ANGLERINTRO_377_M;I am [c:bR]The Angler[c:]. Go fish.;Sono [c:bR]il Pescatore[c:]. Mesta e ripesca.
