Column1;Column10;FR
TUTORIAL_TUTORIALBUYPELTSOUTRO_937_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_M;You encountered a small outpost in the woods tended by a mysterious woman.;Tu arrives devant un petit avant-poste dans les bois. C'est une femme mystérieuse qui l'occupe.
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_M;It was [c:bR]The Trader[c:] that the old [c:bR]Trapper[c:] had mentioned!;C'est [c:bR]la marchande[c:] dont parlait le vieux [c:bR]trappeur[c:] !
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_M;Her appearance was unsettling but you were mollified by her offerings.;Son apparence te trouble, mais ses offrandes t'apaisent.
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_M;With sound of [c:bR]The Prospector[c:]'s pickaxe still ringing in your ears, you carried onwards.;Alors que les coups de pioche du [c:bR]chercheur d'or[c:] continuent à résonner, tu poursuis ta route.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_M;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;Après une rencontre pénible avec [c:bR]le chercheur d'or[c:], tu retrouves finalement tes esprits et continues ta route.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_F;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;Après une rencontre pénible avec [c:bR]le chercheur d'or[c:], tu recouvres finalement tes esprits et continues ta route.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_M;Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.;Le regard fixe et fou du [c:bR]chercheur d'or[c:] maintenant loin de toi, tu vas de l'avant.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_M;Wiping the dust from your trousers, you returned to your journey.;Après avoir enlevé la poussière collée à ton pantalon, tu reprends ton périple.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_F;;
GAME_FLOW_REGIONNEXT_878_M;Hmm...;Hmm...
GAME_FLOW_REGIONNEXT_878_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_M;Let me see...;Voyons voir...
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_M;Let me think...;Laisse-moi réfléchir...
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_M;Hmmm... Oh yes, I know.;Hmmm... Oh, je sais.
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_M;We will need another map...;On va avoir besoin d'une autre carte...
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_M;A moment...;Un instant...
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_F;;
GAME_FLOW_REGIONWETLANDS_688_M;The rank smell of rot and mold permeated the humid air.;L'odeur infecte de pourriture et de moisi imprègne l'air humide.
GAME_FLOW_REGIONWETLANDS_688_F;;
GAME_FLOW_REGIONWETLANDS_522_M;Every step forward was answered by some nearby slip or slither.;À chaque pas en avant, c'est une occasion de plus de trébucher.
GAME_FLOW_REGIONWETLANDS_522_F;;
GAME_FLOW_REGIONWETLANDS_774_M;You tread cautiously into... [c:bR]The Wetlands.[c:];Tu avances à pas prudents en direction... [c:bR]des marécages.[c:]
GAME_FLOW_REGIONWETLANDS_774_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_M;The air grew thick with moisture...;L'air devient de plus en plus humide...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_M;The buzzing and chirping of insects drowned out the sound of your footfalls...;Le bourdonnement et les stridulations des insectes étouffent le bruit de tes pas...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_M;You beheld... [c:bR]The Wetlands.[c:];Et devant toi... [c:bR]les marécages.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_M;As the air grew humid your boots became harder to pull from the mud.;L'humidité de l'air ne cesse d'augmenter. Il devient de plus en plus difficile de marcher dans la boue.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_M;The dank smell of tepid water invaded your nostrils.;L'odeur putride de l'eau tiède monte jusqu'à tes narines.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_M;You had reached... [c:bR]The Wetlands.[c:];Tu as atteint... [c:bR]les marécages.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_M;Tepid water flooded your boots.;Tes bottes sont pleines d'eau tiède.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_M;Flies swarmed around you.;Des essaims de mouches te tournent autour.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_M;You had entered... [c:bR]The Wetlands.[c:];Tu accèdes... [c:bR]aux marécages.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_M;A hideous swarm of insects gathered around you.;Une nuée d'insectes affreux pullule autour de toi.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_M;Reptiles slipped and slithered around your feet.;Des reptiles glissent autour de tes jambes.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_M;You were now engulfed by... [c:bR]The Wetlands.[c:];Te voilà pris dans... [c:bR]les marécages.[c:]
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_F;You were now engulfed by... [c:bR]The Wetlands.[c:];Te voilà prise dans... [c:bR]les marécages.[c:]
GAME_FLOW_REGIONALPINE_132_M;A frigid gust of wind billowed, unwelcome, into your lungs.;Une rafale de vent glacial te brûle les poumons.
GAME_FLOW_REGIONALPINE_132_F;;
GAME_FLOW_REGIONALPINE_756_M;The beauty of the falling snow failed to distract you from the chill in your bones.;La beauté des flocons de neige ne suffit pas à apaiser les frissons qui parcourent ton corps.
GAME_FLOW_REGIONALPINE_756_F;;
GAME_FLOW_REGIONALPINE_891_M;You had ascended to... [c:bR]The Snow Line.[c:];Tu as gravi le... [c:bR]sommet des neiges éternelles.[c:]
GAME_FLOW_REGIONALPINE_891_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_M;The relief of the fresh air quickly gave way to a bone-shaking chill.;L'agréable fraîcheur se transforme rapidement en un froid qui fait grelotter tous tes membres.
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_M;You guessed at the path ahead as the snow increasingly obscured it.;Tu devines la voie à suivre à mesure qu'un épais brouillard de neige l'occulte.
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_M;You had climbed to... [c:bR]The Snow Line.[c:];Tu as grimpé jusqu'au... [c:bR]sommet des neiges éternelles.[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_M;Sheets of icy snow battered your body as you fought your way up to a vantage point.;Les couches de neige glacée accablent ton corps, tandis que tu te démènes pour accéder au point d'observation.
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_M;The snow-covered trees jutted from the landscape like prickly misplaced teeth.;Les arbres couverts de neige surplombent le paysage, comme des canines géantes déchaussées.
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_F;The snow-covered trees jutted from the landscape like prickly misplaced teeth.;Les arbres couverts de neige surplombent le paysage, comme autant de canines déchaussées.
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_M;You continued on through... [c:bR]The Snow Line.[c:];Tu continues ta route en direction du... [c:bR]sommet des neiges éternelles.[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_M;The beauty of the falling snow could not distract you from the chill in your bones.;Le spectacle de la neige qui tournoie ne suffit pas à apaiser les frissons qui parcourent ton corps.
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_M;Your body quaked in a futile attempt to maintain warmth.;Ton corps tremble violemment dans l'espoir vain de se réchauffer.
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_M;You had finally reached... [c:bR]The Snow Line.[c:];Tu as enfin atteint le... [c:bR]sommet des neiges éternelles.[c:]
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_M;My [c:bR]boss battles[c:] are high stakes tests of your aptitude.;Mes [c:bR]combats de boss[c:] permettent de démontrer les limites de tes aptitudes.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_M;With one flame you will either overcome them or die.;Avec une flamme, soit tu les terrasseras, soit tu trépasseras.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_M;Fear not... I will let you keep the smoke.;N'aie crainte... Tu peux garder la Fumée.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_M;Sudden death.;Ta vie ne tient plus qu'à une bougie.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_M;You will win this or you will die.;Soit tu gagnes, soit tu meurs.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_F;;
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_M;I hope you didn't think it would be that easy...;J'espère que tu ne pensais pas que ce serait aussi facile...
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_F;;
SPECIAL_NODES_RARECARDSINTRO_605_M;You're the first in a while to overcome a boss.;Tu as battu ce boss... Il y a longtemps que ça n'était pas arrivé.
SPECIAL_NODES_RARECARDSINTRO_605_F;;
SPECIAL_NODES_RARECARDSINTRO_663_M;As a reward you are granted an opportunity to select a... [c:bR]rare card[c:].;En guise de récompense, je te laisse choisir une... [c:bR]carte rare[c:].
SPECIAL_NODES_RARECARDSINTRO_663_F;;
SPECIAL_NODES_RARECARDSINTRO_384_M;Choose carefully.;Choisis bien.
SPECIAL_NODES_RARECARDSINTRO_384_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_M;Very well.;Très bien.
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_M;You may choose a [c:bR]rare card[c:].;Tu peux choisir une [c:bR]carte rare[c:].
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_M;Your reward?;Ta récompense ?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_M;Perhaps one of these will entice you?;Peut-être qu'une de ces cartes pourra te satisfaire ?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_M;The trees seemed to close in around you as a chill mist descended.;Un brouillard glacial s'installe et les arbres semblent t'encercler.
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_M;In the distance you could hear the clinking of metal on stone.;Au loin, on entend le bruit répétitif d'un outil en métal sur la pierre.
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_M;A hobbled figure stood in your path...;Une silhouette claudiquante apparaît sur ton chemin...
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_M;The incessant clank-clank-clanking reverberated between your ears.;Les entêtants tintements bourdonnent à tes oreilles.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_M;The path ahead was blocked by a grotesque figure...;Le chemin est bloqué par une silhouette terrifiante...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_M;A chill mist closed in around you.;Un brouillard glacial t'encercle.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_M;You were not alone.;Tu n'es pas tout seul.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_F;You were not alone.;Tu n'es pas toute seule.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_M;A figure emerged from the fog.;Une silhouette surgit du brouillard.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_M;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;Tu passes à côté d'une gigantesque gamelle vide, entourée d'une pile d'abats et de carcasses.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_M;It seemed the bowl was designed for a dog.;On dirait la gamelle d'un chien.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_M;But what earthly hound would require a meal of that size?;Mais quel genre de chien de chasse aurait besoin d'un repas aussi conséquent ?
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_M;The trees closed in tight around you, creating an impenetrable brush.;Les arbres te cernent de toutes parts, formant un taillis impénétrable.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_M;The only way out was forward.;Le seul moyen d'en sortir, c'est de continuer tout droit.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_M;And the hobbled shape of a man stood in that way.;Et la silhouette de l'homme claudiquant est au milieu du chemin.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_M;A haunting clanking sound permeated the fog.;Un cliquetis oppressant se mêle au brouillard.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_M;The trees closed in tight around you...;Les arbres te cernent de toutes parts...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_483_M;Heeeeeeee-haaw! 'Twas [c:bR]The Prospector[c:]!;Yiiiiiiii-haa ! C'est l'[c:bR]chercheur d'or[c:] !
BOSS_DIALOGUE_PROSPECTORINTRO_483_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_M;'Twas [c:bR]The Prospector[c:]! Heeeeeeee-haaw!;C'est l'[c:bR]chercheur d'or[c:] ! Yiiiiiiii-haa !
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_M;Stand in the way o' me gold?! Be darned!;Tu veux m'prendre mon or ?! Maudit sois-tu !
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_F;Stand in the way o' me gold?! Be darned!;Tu veux m'prendre mon or ?! Maudite sois-tu !
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_M;Where's that hound o' mine?!;Où qu'il est, mon chien d'chasse ?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_M;Got any g-gold in that there skull?!;T'as d'l'or dans c'crâne ?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_M;Let me crack it open n' take a look!;Laisse-moi te l'fendre en deux et j'ter un œil !
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_M;G-gold?! I can smell it!;De... de l'or ?! J'sens de l'or !
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_M;HEEE-HEE-HEE-HAAAAAAWWWWW!;YIIIIIIIIIII-HAAAAAAAAAAAA !
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_M;'Twas [c:bR]The Prospector[c:]!;C'est l'[c:bR]chercheur d'or[c:] !
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_M;HEE-HEE-HEEEEEERRE WE GO!;EEEEET C'EST PARTIIIII !
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_M;Dag nab it! Now I got to kill ya!;Sacré bon sang de bois ! Maintenant, faut qu'j'te tue !
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_M;You're out of space. There's no room for that card.;Il n'y a pas de place pour poser cette carte.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_M;There's nowhere for that card to be played.;Tu ne peux jouer cette carte nulle part.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_M;There's nowhere to put it.;Tu ne peux placer cette carte nulle part.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_M;You're out of space.;Il n'y a plus de place.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_M;All your spaces are full.;Il y a déjà trop de cartes.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_409_M;A foul smell invaded your nostrils and caused your throat to seize.;Une odeur nauséabonde envahit tes narines et te prend à la gorge.
BOSS_DIALOGUE_ANGLERPREINTRO_409_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_939_M;A hulking man sat by a brackish pond with his feet submerged in the dark water.;Un homme imposant est assis près d'une mare saumâtre, les pieds dans l'eau noire.
BOSS_DIALOGUE_ANGLERPREINTRO_939_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_043_M;He pulled a hook from a pile of rotting fish and rose to his feet.;Il récupère un hameçon dans une pile de poissons pourris et se lève.
BOSS_DIALOGUE_ANGLERPREINTRO_043_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_M;The mud tugged hard at your feet, forcing you to slow your pace.;La boue te retient au sol et t'oblige à ralentir le pas.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_M;A rank odor caused your stomach to churn and your eyes to water.;Une odeur putride te retourne l'estomac et te fait pleurer.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_M;It was the rotting fish that hung from the branches around you.;C'est celle des poissons pourris accrochés aux branches alentour.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_M;A huge man approached.;Un homme imposant s'approche.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_M;You beheld an immense man slouched beside a mucky pond.;Tu aperçois un homme immense affalé près d'une mare bourbeuse.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_M;He appeared to be tearing hunks of flesh from a fish corpse.;Il semble retirer des gros morceaux de chair d'un poisson mort.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_M;Some chunks were thrown back to the pond, where a few ghoulish birds snapped them up.;Il rejette quelques bouts dans la mare. Des oiseaux fantomatiques les happent goulûment.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_M;And some were sloppily pushed into the hulking man's mouth...;Quant aux autres morceaux, l'homme immense les met à la diable dans sa bouche...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_M;What you first mistook for a misshapen boulder appeared to be a hulking man.;Ce que tu pensais être un rocher difforme est en fait un homme imposant.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_M;You attempted to sneak past him...;Tu essayes de le contourner discrètement...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_M;But your foot made contact with a metal bucket...;Mais ton pied heurte un seau en métal...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_M;A rotten scent caused you to retch.;Une odeur putride te donne un haut-le-cœur.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_M;Doubled over, a mucky boot entered your field of view.;Plié en deux par le dégoût, tu vois une botte pleine de boue entrer dans ton champ visuel.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_F;Doubled over, a mucky boot entered your field of view.;Pliée en deux par le dégoût, tu vois une botte pleine de boue entrer dans ton champ visuel.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_M;You looked up to behold an unnaturally large figure.;Tu relèves la tête et aperçois une silhouette démesurément grande.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_F;;
BOSS_DIALOGUE_ANGLERINTRO_377_M;I am [c:bR]The Angler[c:]. Go fish.;Moi, c'est [c:bR]le pêcheur[c:]. Va pêcher.
BOSS_DIALOGUE_ANGLERINTRO_377_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_M;Go fish.;Va pêcher.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_M;You bring fresh fish?;Poisson frais sur toi ?
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_M;Easy choose.;Facile.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_M;I am [c:bR]The Angler[c:].;Moi, c'est [c:bR]le pêcheur[c:].
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_M;You are the fish.;Toi, t'es le poisson.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_M;Bring fish?;Poisson sur toi ?
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_F;;
SPECIAL_NODES_TRAPPERINTRO_880_M;Care to look at me pelts?;Ça te dit de jeter un œil à mes fourrures ?
SPECIAL_NODES_TRAPPERINTRO_880_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_M;I've the most exquisite pelts!;J'ai les fourrures les plus incroyables du monde !
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_M;Me pelts are clean.;Mes fourrures sont sublimes.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_M;Ye won't find better pelts within a hunnerd miles!;Même à cent bornes, y a pas meilleures fourrures que chez bibi !
