Column1;Column10;POR
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_M;With sound of [c:bR]The Prospector[c:]'s pickaxe still ringing in your ears, you carried onwards.;Você segue em frente, ainda com o som da picareta do [c:bR]Garimpeiro[c:] zumbindo nos seus ouvidos.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_M;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;Você se recompõe e continua seu caminho depois do encontro perturbador com o [c:bR]Garimpeiro[c:].
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_M;Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.;Você se livra do olhar tenebroso do [c:bR]Garimpeiro[c:] e olha para frente.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_M;Wiping the dust from your trousers, you returned to your journey.;Você limpa a poeira da roupa e continua sua jornada.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_F;;
GAME_FLOW_REGIONNEXT_878_M;Hmm...;Hum...
GAME_FLOW_REGIONNEXT_878_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_M;Let me see...;Vejamos...
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_M;Let me think...;Deixe-me pensar...
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_M;Hmmm... Oh yes, I know.;Hum... Já sei, já sei.
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_M;We will need another map...;Precisaremos de outro mapa.
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_M;A moment...;Só um momento...
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_F;;
GAME_FLOW_REGIONWETLANDS_688_M;The rank smell of rot and mold permeated the humid air.;O ar úmido é tomado pelo cheiro fétido de mofo e morte.
GAME_FLOW_REGIONWETLANDS_688_F;;
GAME_FLOW_REGIONWETLANDS_522_M;Every step forward was answered by some nearby slip or slither.;Um farfalhar próximo acompanha cada passo que você dá.
GAME_FLOW_REGIONWETLANDS_522_F;;
GAME_FLOW_REGIONWETLANDS_774_M;You tread cautiously into... [c:bR]The Wetlands.[c:];Você caminha cautelosamente até entrar na... [c:bR]Charneca[c:].
GAME_FLOW_REGIONWETLANDS_774_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_M;The air grew thick with moisture...;A umidade deixa o ar denso...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_M;The buzzing and chirping of insects drowned out the sound of your footfalls...;O zumbido e o zunido dos insetos encobrem o som dos passos que você dá...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_M;You beheld... [c:bR]The Wetlands.[c:];Você contempla a... [c:bR]Charneca[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_M;As the air grew humid your boots became harder to pull from the mud.;Conforme o ar fica mais úmido, erguer as botas da lama fica mais difícil.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_M;The dank smell of tepid water invaded your nostrils.;O odor rançoso da água parada invade suas narinas.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_M;You had reached... [c:bR]The Wetlands.[c:];Você chega à... [c:bR]Charneca[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_M;Tepid water flooded your boots.;Água morna encharca suas botas.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_M;Flies swarmed around you.;Moscas se agrupam em torno de você.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_M;You had entered... [c:bR]The Wetlands.[c:];Você entra na... [c:bR]Charneca[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_M;A hideous swarm of insects gathered around you.;Um enxame de insetos hediondos se junta ao seu redor.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_M;Reptiles slipped and slithered around your feet.;Lagartos rastejam aos seus pés.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_M;You were now engulfed by... [c:bR]The Wetlands.[c:];A [c:bR]Charneca[c:] engole você.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_F;;
GAME_FLOW_REGIONALPINE_132_M;A frigid gust of wind billowed, unwelcome, into your lungs.;Uma brisa gélida invade seus pulmões.
GAME_FLOW_REGIONALPINE_132_F;;
GAME_FLOW_REGIONALPINE_756_M;The beauty of the falling snow failed to distract you from the chill in your bones.;A beleza da neve não é suficiente para distrair você do frio que gela seus ossos.
GAME_FLOW_REGIONALPINE_756_F;;
GAME_FLOW_REGIONALPINE_891_M;You had ascended to... [c:bR]The Snow Line.[c:];Você subiu até a... [c:bR]Linha de Neve[c:].
GAME_FLOW_REGIONALPINE_891_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_M;The relief of the fresh air quickly gave way to a bone-shaking chill.;O alívio do ar fresco logo dá lugar a um arrepio álgido.
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_M;You guessed at the path ahead as the snow increasingly obscured it.;O caminho adiante quase desaparece debaixo da neve que se acumula.
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_M;You had climbed to... [c:bR]The Snow Line.[c:];Você escala até a... [c:bR]Linha de Neve[c:].
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_M;Sheets of icy snow battered your body as you fought your way up to a vantage point.;O manto de gelo fustiga seu corpo conforme você se esforça para chegar a um lugar alto.
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_M;The snow-covered trees jutted from the landscape like prickly misplaced teeth.;As árvores cobertas de neve se projetam para o alto como se fossem dentes tortos.
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_M;You continued on through... [c:bR]The Snow Line.[c:];Você continua até atingir a... [c:bR]Linha de Neve[c:].
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_M;The beauty of the falling snow could not distract you from the chill in your bones.;A beleza da neve não é suficiente para distrair você do frio que arrebata seus ossos.
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_M;Your body quaked in a futile attempt to maintain warmth.;Seu corpo treme em uma fútil tentativa de se aquecer.
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_M;You had finally reached... [c:bR]The Snow Line.[c:];Você finalmente chega à... [c:bR]Linha de Neve[c:].
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_M;My [c:bR]boss battles[c:] are high stakes tests of your aptitude.;Minhas [c:bR]batalhas de chefe[c:] desafiarão suas habilidades.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_M;With one flame you will either overcome them or die.;Você tem apenas uma chama para vencer ou então... morra.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_M;Fear not... I will let you keep the smoke.;Não tema... Permitirei que fique com a fumaça.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_M;Sudden death.;Morte súbita.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_M;You will win this or you will die.;Vença ou pereça.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_F;;
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_M;I hope you didn't think it would be that easy...;Você não estava achando que seria tão fácil, não é?
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_F;;
SPECIAL_NODES_RARECARDSINTRO_605_M;You're the first in a while to overcome a boss.;Há muito tempo que os chefes não perdem.
SPECIAL_NODES_RARECARDSINTRO_605_F;;
SPECIAL_NODES_RARECARDSINTRO_663_M;As a reward you are granted an opportunity to select a... [c:bR]rare card[c:].;Sua recompensa é a oportunidade de escolher uma [c:bR]carta rara[c:].
SPECIAL_NODES_RARECARDSINTRO_663_F;;
SPECIAL_NODES_RARECARDSINTRO_384_M;Choose carefully.;Escolha com sabedoria.
SPECIAL_NODES_RARECARDSINTRO_384_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_M;Very well.;Muito bem.
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_M;You may choose a [c:bR]rare card[c:].;Escolha uma [c:bR]carta rara[c:].
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_M;Your reward?;Sua recompensa?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_M;Perhaps one of these will entice you?;Talvez você se interesse por uma dessas?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_M;The trees seemed to close in around you as a chill mist descended.;Parece que as árvores se aproximam de você conforme a névoa fresca se adensa.
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_M;In the distance you could hear the clinking of metal on stone.;Você ouve o som distante do choque de metal contra pedra.
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_M;A hobbled figure stood in your path...;Uma figura manca entra no seu caminho...
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_M;The incessant clank-clank-clanking reverberated between your ears.;O tilintar incessante reverbera nos seus ouvidos.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_M;The path ahead was blocked by a grotesque figure...;Uma figura grotesca bloqueia o caminho adiante...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_M;A chill mist closed in around you.;Uma névoa fresca envolve você.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_M;You were not alone.;Você não está sozinho.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_F;You were not alone.;Você não está sozinha.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_M;A figure emerged from the fog.;Uma figura irrompe do nevoeiro.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_M;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;Você vê uma gigantesca tigela vazia cercada por muitas migalhas e restos não identificáveis.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_M;It seemed the bowl was designed for a dog.;Parece que se trata de um comedouro de cachorro.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_M;But what earthly hound would require a meal of that size?;Mas que tipo de cão demandaria uma refeição desta magnitude?
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_M;The trees closed in tight around you, creating an impenetrable brush.;As árvores cercam você com uma vegetação impenetrável.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_M;The only way out was forward.;O único caminho está adiante.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_M;And the hobbled shape of a man stood in that way.;Mas a silhueta manca está naquela direção.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_M;A haunting clanking sound permeated the fog.;O retinir tenebroso se espalha pelo nevoeiro.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_M;The trees closed in tight around you...;As árvores se fecham ao seu redor...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_483_M;Heeeeeeee-haaw! 'Twas [c:bR]The Prospector[c:]!;Opaaa! É o [c:bR]Garimpeiro[c:]!
BOSS_DIALOGUE_PROSPECTORINTRO_483_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_M;'Twas [c:bR]The Prospector[c:]! Heeeeeeee-haaw!;É o [c:bR]Garimpeiro[c:]! Opaaa!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_M;Stand in the way o' me gold?! Be darned!;Qué pegá o meu ouro?! Desgrama!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_M;Where's that hound o' mine?!;Cadê aquela sabuja danada?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_M;Got any g-gold in that there skull?!;Cê tá carregando algum ouro?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_M;Let me crack it open n' take a look!;Deixa eu usá minha picareta pra conferir!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_M;G-gold?! I can smell it!;Tô sentindo o cheiro de ouro!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_M;HEEE-HEE-HEE-HAAAAAAWWWWW!;OPAAA! OPAAA!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_M;'Twas [c:bR]The Prospector[c:]!;É o [c:bR]Garimpeiro[c:]!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_M;HEE-HEE-HEEEEEERRE WE GO!;OPAAA! LÁ VAMOS NÓS!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_M;Dag nab it! Now I got to kill ya!;Ôxi! Agora tenho que matá você!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_M;You're out of space. There's no room for that card.;Você está sem espaço. Não há como jogar essa carta.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_M;There's nowhere for that card to be played.;Não há espaço para jogar essa carta.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_M;There's nowhere to put it.;Não há onde colocá-la.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_M;You're out of space.;Você está sem espaço.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_M;All your spaces are full.;Todos os espaços estão cheios.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_409_M;A foul smell invaded your nostrils and caused your throat to seize.;Um cheiro pungente invade suas narinas e faz sua garganta se fechar.
BOSS_DIALOGUE_ANGLERPREINTRO_409_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_939_M;A hulking man sat by a brackish pond with his feet submerged in the dark water.;Um homem corpulento está sentado à beira de uma lagoa salobra. Os pés dele estão dentro d'água.
BOSS_DIALOGUE_ANGLERPREINTRO_939_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_043_M;He pulled a hook from a pile of rotting fish and rose to his feet.;Ele tira um anzol de uma pilha de peixes pútridos e fica de pé.
BOSS_DIALOGUE_ANGLERPREINTRO_043_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_M;The mud tugged hard at your feet, forcing you to slow your pace.;A lama se agarra com força às suas botas, então você anda mais devagar.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_M;A rank odor caused your stomach to churn and your eyes to water.;Um odor fétido embrulha seu estômago. Seus olhos se enchem de lágrimas.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_M;It was the rotting fish that hung from the branches around you.;É o cheiro dos peixes apodrecidos que estão pendurados nos galhos.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_M;A huge man approached.;Um homem corpulento se aproxima.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_M;You beheld an immense man slouched beside a mucky pond.;Você contempla um homem imenso curvado à beira de uma lagoa imunda.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_M;He appeared to be tearing hunks of flesh from a fish corpse.;Ele arranca pedaços de uma carcaça de peixe.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_M;Some chunks were thrown back to the pond, where a few ghoulish birds snapped them up.;Algumas partes são arremessadas na lagoa, e pássaros macabros as coletam.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_M;And some were sloppily pushed into the hulking man's mouth...;Outras partes são abocanhadas por ele de uma forma desajeitada.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_M;What you first mistook for a misshapen boulder appeared to be a hulking man.;Você achou que fosse um pedregulho disforme, mas é um homem colossal.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_M;You attempted to sneak past him...;Você tenta passar por ele sem ser notado...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_F;You attempted to sneak past him...;Você tenta passar por ele sem ser notada...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_M;But your foot made contact with a metal bucket...;Mas pisa em um balde de metal...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_M;A rotten scent caused you to retch.;Um fedor tétrico lhe causa náusea.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_M;Doubled over, a mucky boot entered your field of view.;Enquanto você vomita, uma bota imunda entra no seu campo de visão.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_M;You looked up to behold an unnaturally large figure.;Você ergue os olhos e se depara com uma figura anormalmente grande.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_F;;
BOSS_DIALOGUE_ANGLERINTRO_377_M;I am [c:bR]The Angler[c:]. Go fish.;Eu sou o [c:bR]Pescador[c:]. Quer pescar?
BOSS_DIALOGUE_ANGLERINTRO_377_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_M;Go fish.;Vai pescar.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_M;You bring fresh fish?;Tem peixe fresco?
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_M;Easy choose.;Escolha fácil.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_M;I am [c:bR]The Angler[c:].;Eu sou o [c:bR]Pescador[c:].
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_M;You are the fish.;Você é o peixe.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_M;Bring fish?;Tem peixe?
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_F;;
SPECIAL_NODES_TRAPPERINTRO_880_M;Care to look at me pelts?;Quer ver as minhas peles?
SPECIAL_NODES_TRAPPERINTRO_880_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_M;I've the most exquisite pelts!;Tenho peles primorosas!
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_M;Me pelts are clean.;Minhas peles são limpas.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_M;Ye won't find better pelts within a hunnerd miles!;Não tem peles melhores nas redondezas!
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#4_902_M;Me pelts are the finest.;Minhas peles são excelentes.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#4_902_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#5_760_M;I've the finest pelts for sale.;Tenho peles excelentes pra vender.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#5_760_F;;
SPECIAL_NODES_TRAPPEROUTRO_583_M;Th- thanks for yer business.;Obrigado pela preferência.
SPECIAL_NODES_TRAPPEROUTRO_583_F;;
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#1_092_M;Much appreciated.;Muito obrigado.
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#1_092_F;;
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#2_511_M;Thanks for yer patronage.;Agradeço pela preferência.
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#2_511_F;;
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#3_119_M;Ye have me gratitude.;Sou grato.
SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#3_119_F;;
SPECIAL_NODES_TRADERINTRO_043_M;Do you mind if I examine those pelts of yours?;Posso examinar essas peles que você carrega?
SPECIAL_NODES_TRADERINTRO_043_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#1_327_M;Show me some exquisite pelts...;Mostre-me peles primorosas...
SPECIAL_NODES_TRADERINTRO_REPEAT_#1_327_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#2_515_M;Are your pelts clean?;Suas peles estão limpas?
SPECIAL_NODES_TRADERINTRO_REPEAT_#2_515_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#3_490_M;I am anticipating some... extraordinary pelts.;Aposto que você tem... peles extraordinárias.
SPECIAL_NODES_TRADERINTRO_REPEAT_#3_490_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#4_555_M;Have you brought me fine pelts?;Você me trouxe peles excelentes?
SPECIAL_NODES_TRADERINTRO_REPEAT_#4_555_F;;
SPECIAL_NODES_TRADERINTRO_REPEAT_#5_710_M;Let's see what I can offer you for those pelts...;Vejamos o que posso oferecer em troca dessas peles...
SPECIAL_NODES_TRADERINTRO_REPEAT_#5_710_F;;
SPECIAL_NODES_TRADERPELTSHARE_881_M;Let's start with your hare pelts... Here's what I can offer.;Vamos começar com as peles de lebre... O que você acha disso?
SPECIAL_NODES_TRADERPELTSHARE_881_F;;
SPECIAL_NODES_TRADERPELTSHARE_REPEAT_#1_398_M;Hare pelts...;Peles de lebre...
SPECIAL_NODES_TRADERPELTSHARE_REPEAT_#1_398_F;;
SPECIAL_NODES_TRADERPELTSWOLF_245_M;Oh! Wolf pelts too? Exquisite...;Ah! Peles de lobo também? Deslumbrantes...
