Column1;Column10;JP
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_M;Her appearance was unsettling but you were mollified by her offerings.;彼女の見た目に不安を覚えるが、その気持ちは彼女の品物で和らいだ。
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_M;With sound of [c:bR]The Prospector[c:]'s pickaxe still ringing in your ears, you carried onwards.;[c:bR]探鉱者[c:]のツルハシが鳴らす甲高い音が耳に残りつつも、<br>君は先へ進んだ。
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_M;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;[c:bR]探鉱者[c:]との恐ろしい遭遇の後、<br>君は勇気を奮い起こして先へ進んだ。
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_M;Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.;[c:bR]探鉱者[c:]の正気でない瞳から逃れ、君は前方を見た。
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_M;Wiping the dust from your trousers, you returned to your journey.;ズボンのホコリを払い、君は旅へ戻ることにした。
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_F;;
GAME_FLOW_REGIONNEXT_878_M;Hmm...;ふむ…
GAME_FLOW_REGIONNEXT_878_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_M;Let me see...;どれどれ…
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_M;Let me think...;考えさせてくれ…
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_M;Hmmm... Oh yes, I know.;ふむ… ああ、わかったぞ。
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_M;We will need another map...;新しい地図が必要になりそうだな…
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_M;A moment...;少し待つがよい…
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_F;;
GAME_FLOW_REGIONWETLANDS_688_M;The rank smell of rot and mold permeated the humid air.;腐敗物とコケの悪臭が、湿った空気に充満していた。
GAME_FLOW_REGIONWETLANDS_688_F;;
GAME_FLOW_REGIONWETLANDS_522_M;Every step forward was answered by some nearby slip or slither.;前へ一歩踏み出すごとに、滑るような感触があった。
GAME_FLOW_REGIONWETLANDS_522_F;;
GAME_FLOW_REGIONWETLANDS_774_M;You tread cautiously into... [c:bR]The Wetlands.[c:];君は慎重な足取りで…[c:bR]湿地帯[c:]へ入った。
GAME_FLOW_REGIONWETLANDS_774_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_M;The air grew thick with moisture...;ここの大気は湿気で濃く、そして重くなっていた…
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_M;The buzzing and chirping of insects drowned out the sound of your footfalls...;君の足音は虫の鳴き声によってかき消された…
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_M;You beheld... [c:bR]The Wetlands.[c:];君の眼前に広がっていたのは…[c:bR]湿地帯[c:]だ。
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_M;As the air grew humid your boots became harder to pull from the mud.;空気が湿り気を持ち、君の足はぬかるんだ泥にとられて<br>重くなっていた。
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_M;The dank smell of tepid water invaded your nostrils.;生ぬるい沼の水から来るじめじめした臭いが、<br>君の鼻を襲う。
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_M;You had reached... [c:bR]The Wetlands.[c:];君は…[c:bR]湿地帯[c:]に到着した。
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_M;Tepid water flooded your boots.;ぬるい感触の水が、君の靴に入り込む。
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_M;Flies swarmed around you.;蚊の群れが、君の周りを飛んでいた。
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_M;You had entered... [c:bR]The Wetlands.[c:];君は…[c:bR]湿地帯[c:]へ入り込んだ。
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_M;A hideous swarm of insects gathered around you.;気味の悪い虫の群れが君の周りに集まってきた。
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_M;Reptiles slipped and slithered around your feet.;トカゲや蛇が君の足の近くへすりよってきた。
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_M;You were now engulfed by... [c:bR]The Wetlands.[c:];今や君は…[c:bR]湿地帯[c:]の中にいる。
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_F;;
GAME_FLOW_REGIONALPINE_132_M;A frigid gust of wind billowed, unwelcome, into your lungs.;不快な凍てつく突風が、君の肺へ入り込んだ。
GAME_FLOW_REGIONALPINE_132_F;;
GAME_FLOW_REGIONALPINE_756_M;The beauty of the falling snow failed to distract you from the chill in your bones.;降り落ちる美しい雪景色をもってしても、<br>君は悪寒から気をそらすことはできなかった。
GAME_FLOW_REGIONALPINE_756_F;;
GAME_FLOW_REGIONALPINE_891_M;You had ascended to... [c:bR]The Snow Line.[c:];君は登った先は…[c:bR]雪線地帯[c:]だった。
GAME_FLOW_REGIONALPINE_891_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_M;The relief of the fresh air quickly gave way to a bone-shaking chill.;新鮮な空気による安心感は、<br>すぐに骨を震わせるほどの寒気にとってかわった。
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_M;You guessed at the path ahead as the snow increasingly obscured it.;雪が次第に道をふさぎつつあったため、<br>君は進路を推測することになった。
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_M;You had climbed to... [c:bR]The Snow Line.[c:];君は…[c:bR]雪線地帯[c:]まで登ってきた。
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_M;Sheets of icy snow battered your body as you fought your way up to a vantage point.;君は見晴らしの良いところへ行く途中、<br>凍りついた雪の層が君の体を激しく打った。
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_M;The snow-covered trees jutted from the landscape like prickly misplaced teeth.;雪に覆われた木々が、親知らずのごとく<br>銀景色の地表から姿を見せている。
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_M;You continued on through... [c:bR]The Snow Line.[c:];君はそのまま…[c:bR]雪線地帯[c:]へと進んだ。
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_M;The beauty of the falling snow could not distract you from the chill in your bones.;降り落ちる美しい雪景色をもってしても、<br>君は悪寒から気をそらせなかった。
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_M;Your body quaked in a futile attempt to maintain warmth.;体温を維持しようと君は身を震わせるが、<br>その行為は無駄であった。
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_M;You had finally reached... [c:bR]The Snow Line.[c:];君はとうとう…[c:bR]雪線地帯[c:]へたどり着いた。
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_M;My [c:bR]boss battles[c:] are high stakes tests of your aptitude.;私が用意したこの[c:bR]ボス戦[c:]は、<br>君の実力を試す一か八かの試練だ。
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_M;With one flame you will either overcome them or die.;この炎を前に、君は乗り越えるか死ぬかだ。
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_M;Fear not... I will let you keep the smoke.;恐れるでない… 煙はそのままにさせておこう。
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_M;Sudden death.;これはサドンデスだ。
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_M;You will win this or you will die.;これに勝てなければ、死が待ち受ける。
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_F;;
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_M;I hope you didn't think it would be that easy...;これが楽勝だと、思っていなければいいが…
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_F;;
SPECIAL_NODES_RARECARDSINTRO_605_M;You're the first in a while to overcome a boss.;ボスを打ち負かす者を見たのは久しぶりだ。
SPECIAL_NODES_RARECARDSINTRO_605_F;;
SPECIAL_NODES_RARECARDSINTRO_663_M;As a reward you are granted an opportunity to select a... [c:bR]rare card[c:].;そのほうびとして、君に… [c:bR]レアカード[c:]を<br>1枚選ぶ機会を与えよう。
SPECIAL_NODES_RARECARDSINTRO_663_F;;
SPECIAL_NODES_RARECARDSINTRO_384_M;Choose carefully.;よく考えて選ぶのだ。
SPECIAL_NODES_RARECARDSINTRO_384_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_M;Very well.;いいだろう。
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_M;You may choose a [c:bR]rare card[c:].;[c:bR]レアカード[c:]を1枚選んでもいいぞ。
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_M;Your reward?;報酬がほしいか？
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_M;Perhaps one of these will entice you?;君の気を引くものはこの中にあるかな？
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_M;The trees seemed to close in around you as a chill mist descended.;冷たい霧が一帯を覆うにつれ、<br>君は周りの木々が近づくような感覚を受けた。
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_M;In the distance you could hear the clinking of metal on stone.;はるか遠くから、石を叩く甲高い金属音が聞こえた。
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_M;A hobbled figure stood in your path...;よろめくように歩く人影が、<br>君の行く手に立ちはだかった…
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_M;The incessant clank-clank-clanking reverberated between your ears.;絶え間なく響く金属音が、君の耳元で反響を続けていた。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_M;The path ahead was blocked by a grotesque figure...;君の行く道は、おぞましい形相の人影に妨げられていた…
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_M;A chill mist closed in around you.;冷たい霧が君の周りを覆いだした。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_M;You were not alone.;君は一人きりではなかったようだ。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_M;A figure emerged from the fog.;霧の中から、人影が姿を現した。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_M;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;たくさんの判別不可能な肉片と木切れに囲まれた、<br>巨大な空っぽの深皿を横切った。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_M;It seemed the bowl was designed for a dog.;その深皿は、犬用食器として作られたように見えた。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_M;But what earthly hound would require a meal of that size?;しかし、ここまで大きな食事を必要とする犬とはいったいどんなものか？
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_M;The trees closed in tight around you, creating an impenetrable brush.;木々が君の周囲を覆い、とても分厚いブラシのごとく道を遮った。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_M;The only way out was forward.;君は前方にしか進めなかった。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_M;And the hobbled shape of a man stood in that way.;その方向には、不格好な男の影が立っていた。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_M;A haunting clanking sound permeated the fog.;恐ろしい金属音が霧の中から聞こえてきた。
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_M;The trees closed in tight around you...;周辺の木々が君の周りを覆い始めた…
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_483_M;Heeeeeeee-haaw! 'Twas [c:bR]The Prospector[c:]!;イヤッハー！ [c:bR]探鉱者[c:]だ！
BOSS_DIALOGUE_PROSPECTORINTRO_483_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_M;'Twas [c:bR]The Prospector[c:]! Heeeeeeee-haaw!;[c:bR]探鉱者[c:]だ！ イヤッハー！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_M;Stand in the way o' me gold?! Be darned!;オレの金を奪おうってか？ 冗談じゃねえ！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_M;Where's that hound o' mine?!;オレの犬はどこ行った？
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_M;Got any g-gold in that there skull?!;その頭の中、金は入ってるか！？
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_M;Let me crack it open n' take a look!;ちょっくらカチ割らせてくれや！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_M;G-gold?! I can smell it!;か、金の臭いだ！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_M;HEEE-HEE-HEE-HAAAAAAWWWWW!;ヒッ・・・ヒヒ・・・ヒャッハー！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_M;'Twas [c:bR]The Prospector[c:]!;[c:bR]探鉱者[c:]だ！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_M;HEE-HEE-HEEEEEERRE WE GO!;さあああああ行くぞ！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_M;Dag nab it! Now I got to kill ya!;チキショウ！ アンタを始末しねえとな！
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_M;You're out of space. There's no room for that card.;空き場所がなくなったぞ。 そのカードは出せない。
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_M;There's nowhere for that card to be played.;そのカードを出せる場所がどこにもないぞ。
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_M;There's nowhere to put it.;それを置く場所がないようだ。
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_M;You're out of space.;空き場所がない。
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_M;All your spaces are full.;どこも埋まっているようだ。
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_409_M;A foul smell invaded your nostrils and caused your throat to seize.;恐ろしい臭いが鼻から入り込み、<br>喉が締め付けられる感覚がした。
BOSS_DIALOGUE_ANGLERPREINTRO_409_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_939_M;A hulking man sat by a brackish pond with his feet submerged in the dark water.;塩気のある池のそばに男が立っており、<br>彼は真っ黒な水の中に足を沈めていた。
BOSS_DIALOGUE_ANGLERPREINTRO_939_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_043_M;He pulled a hook from a pile of rotting fish and rose to his feet.;彼は腐った魚の山からフックを引き出して立ち上がった。
BOSS_DIALOGUE_ANGLERPREINTRO_043_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_M;The mud tugged hard at your feet, forcing you to slow your pace.;泥が君の足にしつこく絡みつき、<br>歩む速度を遅めざるをえなくなった。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_M;A rank odor caused your stomach to churn and your eyes to water.;腐敗臭のせいで君の胃がむかつき、<br>君の目から涙が出始めた。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_M;It was the rotting fish that hung from the branches around you.;周りにある木々から吊るされた腐った魚が、<br>その腐臭の源だった。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_M;A huge man approached.;大柄な男が君に近づいてきた。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_M;You beheld an immense man slouched beside a mucky pond.;君は、汚い池のそばでうつむいている<br>大男の姿を目にした。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_M;He appeared to be tearing hunks of flesh from a fish corpse.;見たところ、彼は死んだ魚から<br>肉をはぎ取っているようだった。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_M;Some chunks were thrown back to the pond, where a few ghoulish birds snapped them up.;肉片の一部が池へ投げ戻され、<br>数羽の猟奇的な鳥が食らいついた。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_M;And some were sloppily pushed into the hulking man's mouth...;だらしなく大男の口元へ押し込められていた<br>肉片もあった。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_M;What you first mistook for a misshapen boulder appeared to be a hulking man.;君は奇怪な形をした巨岩を見つけたかと思ったが、<br>それは巨躯の男だった。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_M;You attempted to sneak past him...;君は彼に気づかれず進もうとした…
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_M;But your foot made contact with a metal bucket...;しかし君の足が金属製のバケツに当たってしまった。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_M;A rotten scent caused you to retch.;腐臭のせいで君は吐いてしまった。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_M;Doubled over, a mucky boot entered your field of view.;君は腹を抱えてしゃがみこむと、<br>汚い靴が視界に入り込んだ。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_M;You looked up to behold an unnaturally large figure.;顔を上げると、そこには不自然なまでに大きな人影があった。
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_F;;
BOSS_DIALOGUE_ANGLERINTRO_377_M;I am [c:bR]The Angler[c:]. Go fish.;オレ[c:bR]釣り人[c:]。 魚釣りの時間。
BOSS_DIALOGUE_ANGLERINTRO_377_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_M;Go fish.;魚釣りの時間だ。
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_M;You bring fresh fish?;新鮮な魚もってるか？
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_M;Easy choose.;簡単だろう。
