Column1;Column10;GER
TUTORIAL_TUTORIALBUYPELTSOUTRO_742_M;They appear to be useless in a fight...;In einem Kampf scheinen sie nichts zu nützen ...
TUTORIAL_TUTORIALBUYPELTSOUTRO_742_F;;
TUTORIAL_TUTORIALBUYPELTSOUTRO_937_M;But he mentioned that [c:bR]The Trader[c:] further down the path would reward you for them.;Aber er erwähnte, [c:bR]die Händlerin[c:] ein Stück weiter auf dem Weg werde dich dafür belohnen.
TUTORIAL_TUTORIALBUYPELTSOUTRO_937_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_M;You encountered a small outpost in the woods tended by a mysterious woman.;Du kamst zu einem kleinen Außenposten im Wald, in dem eine geheimnisvolle Frau arbeitete.
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_M;It was [c:bR]The Trader[c:] that the old [c:bR]Trapper[c:] had mentioned!;Es war [c:bR]die Händlerin[c:], die der alte [c:bR]Fallensteller[c:] erwähnt hatte!
TUTORIAL_TUTORIALTRADEPELTSINTRO_123_F;;
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_M;Her appearance was unsettling but you were mollified by her offerings.;Ihr Äußeres wirkte beunruhigend, doch ihr Angebot ließ deine Sorgen verfliegen.
TUTORIAL_TUTORIALTRADEPELTSINTRO_887_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_M;With sound of [c:bR]The Prospector[c:]'s pickaxe still ringing in your ears, you carried onwards.;Während die Schläge mit der Spitzhacke [c:bR]des Goldsuchers[c:] dir noch in den Ohren dröhnten, setztest du deinen Weg fort.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_M;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;Nach der erschütternden Begegnung mit [c:bR]dem Goldsucher[c:] sammeltest du dich und zogst weiter.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_M;Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.;Du warst den wirren Blick [c:bR]des Goldsuchers[c:] los und sahst nach vorne.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_F;;
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_M;Wiping the dust from your trousers, you returned to your journey.;Du klopftest dir den Staub von der Hose und setztest deine Reise fort.
GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_F;;
GAME_FLOW_REGIONNEXT_878_M;Hmm...;Hmm ...
GAME_FLOW_REGIONNEXT_878_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_M;Let me see...;Lass mich mal sehen ...
GAME_FLOW_REGIONNEXT_REPEAT_#1_028_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_M;Let me think...;Lass mich überlegen ...
GAME_FLOW_REGIONNEXT_REPEAT_#2_538_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_M;Hmmm... Oh yes, I know.;Hmmm ... Oh ja, ich weiß.
GAME_FLOW_REGIONNEXT_REPEAT_#3_761_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_M;We will need another map...;Wir brauchen eine andere Karte ...
GAME_FLOW_REGIONNEXT_REPEAT_#4_305_F;;
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_M;A moment...;Einen Augenblick ...
GAME_FLOW_REGIONNEXT_REPEAT_#5_353_F;;
GAME_FLOW_REGIONWETLANDS_688_M;The rank smell of rot and mold permeated the humid air.;Der widerliche Gestank von Fäulnis und Schimmel lag in der feuchten Luft.
GAME_FLOW_REGIONWETLANDS_688_F;;
GAME_FLOW_REGIONWETLANDS_522_M;Every step forward was answered by some nearby slip or slither.;Bei jedem Schritt, den du machtest, huschte oder glitt etwas vor dir davon.
GAME_FLOW_REGIONWETLANDS_522_F;;
GAME_FLOW_REGIONWETLANDS_774_M;You tread cautiously into... [c:bR]The Wetlands.[c:];Vorsichtig betratst du ... [c:bR]das Sumpfgebiet[c:].
GAME_FLOW_REGIONWETLANDS_774_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_M;The air grew thick with moisture...;Eine schwere Nässe sammelte sich in der Luft ...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_M;The buzzing and chirping of insects drowned out the sound of your footfalls...;Das Brummen und Zirpen von Insekten übertönte das Geräusch deiner Schritte ...
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_M;You beheld... [c:bR]The Wetlands.[c:];Du erblicktest ... [c:bR]das Sumpfgebiet[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_M;As the air grew humid your boots became harder to pull from the mud.;Die Luft wurde feuchter und es wurde immer schwerer, deine Stiefel aus dem Schlamm zu heben.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_M;The dank smell of tepid water invaded your nostrils.;Der modrige Geruch abgestandenen Wassers stieg dir in die Nase.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_M;You had reached... [c:bR]The Wetlands.[c:];Du hattest ... [c:bR]das Sumpfgebiet[c:] erreicht.
GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_M;Tepid water flooded your boots.;Abgestandenes Wasser schwappte in deine Stiefel.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_M;Flies swarmed around you.;Fliegen umschwärmten dich.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_M;You had entered... [c:bR]The Wetlands.[c:];Du hattest ... [c:bR]das Sumpfgebiet[c:] betreten.
GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_M;A hideous swarm of insects gathered around you.;Ein grässlicher Schwarm Insekten sammelte sich um dich.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_M;Reptiles slipped and slithered around your feet.;Reptilien huschten und glitten um deine Beine.
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_F;;
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_M;You were now engulfed by... [c:bR]The Wetlands.[c:];Nun warst du umgeben ... vom [c:bR]Sumpfgebiet[c:].
GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_F;;
GAME_FLOW_REGIONALPINE_132_M;A frigid gust of wind billowed, unwelcome, into your lungs.;Ein eisiger Windstoß drang unerbeten in deine Lunge vor.
GAME_FLOW_REGIONALPINE_132_F;;
GAME_FLOW_REGIONALPINE_756_M;The beauty of the falling snow failed to distract you from the chill in your bones.;Die Schönheit fallender Schneeflocken konnte dich nicht von der Kühle in deinen Knochen ablenken.
GAME_FLOW_REGIONALPINE_756_F;;
GAME_FLOW_REGIONALPINE_891_M;You had ascended to... [c:bR]The Snow Line.[c:];Du warst ... zur [c:bR]Schneegrenze[c:] emporgestiegen.
GAME_FLOW_REGIONALPINE_891_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_M;The relief of the fresh air quickly gave way to a bone-shaking chill.;Das wohltuende Gefühl frischer Luft wich schnell einer markgefrierenden Kühle.
GAME_FLOW_REGIONALPINE_REPEAT_#1_063_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_M;You guessed at the path ahead as the snow increasingly obscured it.;Wo sich der Weg befand, der vom Schneefall immer mehr verdeckt wurde, konntest du nur erahnen.
GAME_FLOW_REGIONALPINE_REPEAT_#1_505_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_M;You had climbed to... [c:bR]The Snow Line.[c:];Du hattest ... [c:bR]die Schneegrenze[c:] erreicht.
GAME_FLOW_REGIONALPINE_REPEAT_#1_787_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_M;Sheets of icy snow battered your body as you fought your way up to a vantage point.;Mehrere Lagen eisigen Schnees setzten deinem Körper zu, als du dich zu einem Aussichtspunkt emporkämpftest.
GAME_FLOW_REGIONALPINE_REPEAT_#2_089_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_M;The snow-covered trees jutted from the landscape like prickly misplaced teeth.;Verschneite Bäume ragten aus der Landschaft hervor wie spitze, falsch sitzende Zähne.
GAME_FLOW_REGIONALPINE_REPEAT_#2_559_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_M;You continued on through... [c:bR]The Snow Line.[c:];Du zogst weiter ... durch [c:bR]die Schneegrenze[c:].
GAME_FLOW_REGIONALPINE_REPEAT_#2_019_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_M;The beauty of the falling snow could not distract you from the chill in your bones.;Die Schönheit fallender Schneeflocken konnte dich nicht von der Kühle in deinen Knochen ablenken.
GAME_FLOW_REGIONALPINE_REPEAT_#3_072_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_M;Your body quaked in a futile attempt to maintain warmth.;Dein Körper zitterte heftig im vergeblichen Versuch, warm zu bleiben.
GAME_FLOW_REGIONALPINE_REPEAT_#3_439_F;;
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_M;You had finally reached... [c:bR]The Snow Line.[c:];Du warst endlich ... an [c:bR]der Schneegrenze[c:] angekommen.
GAME_FLOW_REGIONALPINE_REPEAT_#3_930_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_M;My [c:bR]boss battles[c:] are high stakes tests of your aptitude.;Meine [c:bR]Bosskämpfe[c:] sind risikoreiche Prüfungen deines Geschicks.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_M;With one flame you will either overcome them or die.;Mit einer einzigen Flamme wirst du sie entweder bewältigen oder sterben.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_M;Fear not... I will let you keep the smoke.;Keine Angst ... Den Rauch darfst du behalten.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_M;Sudden death.;K.-o.-System.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_F;;
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_M;You will win this or you will die.;Entweder gewinnst du oder du stirbst.
TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_F;;
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_M;I hope you didn't think it would be that easy...;Hoffentlich hast du nicht geglaubt, es würde so leicht sein ...
TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_F;;
SPECIAL_NODES_RARECARDSINTRO_605_M;You're the first in a while to overcome a boss.;Du bist der Erste seit einer ganzen Weile, der einen Boss besiegt.
SPECIAL_NODES_RARECARDSINTRO_605_F;You're the first in a while to overcome a boss.;Du bist die Erste seit einer ganzen Weile, die einen Boss besiegt.
SPECIAL_NODES_RARECARDSINTRO_663_M;As a reward you are granted an opportunity to select a... [c:bR]rare card[c:].;Zur Belohnung bekommst du Gelegenheit, dir eine ... [c:bR]seltene Karte[c:] auszusuchen.
SPECIAL_NODES_RARECARDSINTRO_663_F;;
SPECIAL_NODES_RARECARDSINTRO_384_M;Choose carefully.;Wähle sorgfältig.
SPECIAL_NODES_RARECARDSINTRO_384_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_M;Very well.;Nun gut.
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_M;You may choose a [c:bR]rare card[c:].;Du darfst dir eine [c:bR]seltene Karte[c:] aussuchen.
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_M;Your reward?;Deine Belohnung?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_F;;
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_M;Perhaps one of these will entice you?;Vielleicht kann dich eine von diesen hier locken?
SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_M;The trees seemed to close in around you as a chill mist descended.;Die Bäume schienen näher an dich heranzurücken, als ein frostiger Nebel niederwallte.
BOSS_DIALOGUE_PROSPECTORPREINTRO_886_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_M;In the distance you could hear the clinking of metal on stone.;In der Ferne konntest du das Klirren von Metall auf Stein vernehmen.
BOSS_DIALOGUE_PROSPECTORPREINTRO_348_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_M;A hobbled figure stood in your path...;Eine gebeugte Gestalt stand dir im Weg ...
BOSS_DIALOGUE_PROSPECTORPREINTRO_781_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_M;The incessant clank-clank-clanking reverberated between your ears.;Das unaufhörliche Klong-Klang-Klong hallte zwischen deinen Ohren wider.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_M;The path ahead was blocked by a grotesque figure...;Der Weg vor dir wurde von einer grotesken Gestalt versperrt ...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_M;A chill mist closed in around you.;Ein frostiger Nebel waberte ringsum auf dich zu.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_M;You were not alone.;Du warst nicht allein.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_M;A figure emerged from the fog.;Eine Gestalt tauchte aus dem Nebel auf.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_M;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;Du kamst an einem gewaltigen leeren Napf vorbei, umgeben von Haufen schwer bestimmbarer Innereien und Fleischbrocken.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_M;It seemed the bowl was designed for a dog.;Anscheinend war der Napf für einen Hund gedacht.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_M;But what earthly hound would require a meal of that size?;Doch welcher irdische Hund würde Mahlzeiten dieser Größe brauchen?
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_M;The trees closed in tight around you, creating an impenetrable brush.;Die Bäume standen immer dichter um dich herum und bildeten ein undurchdringliches Gestrüpp.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_M;The only way out was forward.;Der einzige Weg hinaus führte weiter voran.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_M;And the hobbled shape of a man stood in that way.;Doch dort stand die gebeugte Gestalt eines Mannes im Weg.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_M;A haunting clanking sound permeated the fog.;Ein unheimliches, klirrendes Geräusch drang durch den Nebel.
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_F;;
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_M;The trees closed in tight around you...;Die Bäume standen immer dichter um dich herum ...
BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_483_M;Heeeeeeee-haaw! 'Twas [c:bR]The Prospector[c:]!;Jieeeeeee-haa! Es war [c:bR]der Goldsucher[c:]!
BOSS_DIALOGUE_PROSPECTORINTRO_483_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_M;'Twas [c:bR]The Prospector[c:]! Heeeeeeee-haaw!;Es war [c:bR]der Goldsucher[c:]! Jieeeeeee-haa!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_M;Stand in the way o' me gold?! Be darned!;Stellst dich meinem Gold in den Weg?! Verdammt noch eins!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_M;Where's that hound o' mine?!;Wo ist meine Hündin?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_M;Got any g-gold in that there skull?!;Hast du etwa G-Gold in dem Schädel da?!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_M;Let me crack it open n' take a look!;Lass ihn mich aufbrechen und nachsehen!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_M;G-gold?! I can smell it!;G-Gold?! Ich kann es riechen!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_M;HEEE-HEE-HEE-HAAAAAAWWWWW!;JIEE-JIE-JIE-HAAAAAA!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_M;'Twas [c:bR]The Prospector[c:]!;Es war [c:bR]der Goldsucher[c:]!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_M;HEE-HEE-HEEEEEERRE WE GO!;JEE-JEE-JETZT GEHT ES LOS!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_F;;
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_M;Dag nab it! Now I got to kill ya!;Hol's der Kauz! Nun muss ich dich töten!
BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_M;You're out of space. There's no room for that card.;Dir sind die Felder ausgegangen. Für diese Karte ist kein Platz mehr.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_M;There's nowhere for that card to be played.;Diese Karte kannst du nirgendwohin mehr ausspielen.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_M;There's nowhere to put it.;Das kannst du nirgendwo unterbringen.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_M;You're out of space.;Du hast keinen Platz mehr.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_F;;
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_M;All your spaces are full.;All deine Felder sind belegt.
GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_409_M;A foul smell invaded your nostrils and caused your throat to seize.;Ein fauliger Geruch stieg dir in die Nase und schnürte dir die Kehle zusammen.
BOSS_DIALOGUE_ANGLERPREINTRO_409_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_939_M;A hulking man sat by a brackish pond with his feet submerged in the dark water.;An einem brackigen Teich saß ein ungeschlachter Mann, die Füße im dunklen Wasser.
BOSS_DIALOGUE_ANGLERPREINTRO_939_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_043_M;He pulled a hook from a pile of rotting fish and rose to his feet.;Er zog einen Haken aus einem Haufen gammliger Fische und rappelte sich auf.
BOSS_DIALOGUE_ANGLERPREINTRO_043_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_M;The mud tugged hard at your feet, forcing you to slow your pace.;Der Schlamm zog heftig an deinen Füßen und zwang dich, deine Schritte zu verlangsamen.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_M;A rank odor caused your stomach to churn and your eyes to water.;Ein widerlicher Gestank drehte dir den Magen um und trieb dir das Wasser in die Augen.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_M;It was the rotting fish that hung from the branches around you.;Es waren die fauligen Fische, die in den Zweigen um dich herum hingen.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_M;A huge man approached.;Ein riesiger Mann näherte sich.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_M;You beheld an immense man slouched beside a mucky pond.;Du sahst einen ungeheuren Mann an einem schlammigen Teich kauern.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_M;He appeared to be tearing hunks of flesh from a fish corpse.;Er schien Fleischbrocken aus einem toten Fisch zu reißen.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_M;Some chunks were thrown back to the pond, where a few ghoulish birds snapped them up.;Einige der Brocken warf er zurück zum Teich, wo schaurige Vögel sie wegschnappten.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_M;And some were sloppily pushed into the hulking man's mouth...;Und einige stopfte der grobschlächtige Mann sich unachtsam in den Mund ...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_M;What you first mistook for a misshapen boulder appeared to be a hulking man.;Was zunächst wie ein seltsam geformter Felsen wirkte, erwies sich als ein schwerfälliger Mann.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_M;You attempted to sneak past him...;Du versuchtest, an ihm vorbeizuschleichen ...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_M;But your foot made contact with a metal bucket...;Doch dein Fuß stieß gegen einen Metalleimer ...
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_M;A rotten scent caused you to retch.;Ein fauliger Geruch ließ Brechreiz bei dir aufkommen.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_M;Doubled over, a mucky boot entered your field of view.;Du krümmtest dich und ein schlammiger Stiefel geriet in dein Blickfeld.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_F;;
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_M;You looked up to behold an unnaturally large figure.;Du sahst auf und bemerktest eine unnatürlich große Gestalt.
BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_F;;
BOSS_DIALOGUE_ANGLERINTRO_377_M;I am [c:bR]The Angler[c:]. Go fish.;Ich bin [c:bR]der Angler[c:]. Fischen geh.
BOSS_DIALOGUE_ANGLERINTRO_377_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_M;Go fish.;Fischen geh.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_M;You bring fresh fish?;Du bringst Fisch frisch?
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_M;Easy choose.;Wählen leicht.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_M;I am [c:bR]The Angler[c:].;Ich bin [c:bR]der Angler[c:].
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_M;You are the fish.;Du bist der Fisch.
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_F;;
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_M;Bring fish?;Bringst Fisch?
BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_F;;
SPECIAL_NODES_TRAPPERINTRO_880_M;Care to look at me pelts?;Magst du dir meine Felle ansehen?
SPECIAL_NODES_TRAPPERINTRO_880_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_M;I've the most exquisite pelts!;Ich hab die erlesensten Felle!
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_M;Me pelts are clean.;Meine Felle sind sauber.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_M;Ye won't find better pelts within a hunnerd miles!;Bessere Felle findest du im Umkreis von hundert Meilen nicht!
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#4_902_M;Me pelts are the finest.;Meine Felle sind die besten.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#4_902_F;;
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#5_760_M;I've the finest pelts for sale.;Ich hab die besten Felle zu verkaufen.
SPECIAL_NODES_TRAPPERINTRO_REPEAT_#5_760_F;;
